@station,@grpkeys,@grpvals,@grpvalsdesc,@latdec,@lngdec,@shortname,@stname,@colour,@var_100x00_100,@var_100x00_100_dt,@var_100x00_141,@var_100x00_141_dt,@var_10x00_10,@var_10x00_10_dt
405779,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-36.18072538,145.3824835,SHEPPARTON DR 11,SHEPPARTON DRAIN NO 11 D/S HOLMES RD BRIDGE,purple,2.758,20221017090000,1145.3,20221017090000,,
405785,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-36.30177,145.3757,SHEPPARTON CH 12 O/F,SHEPPARTON CH NO 12 O/FALL @ SHEPP. WWTP MCCLELLANDS R,grey,,,,,,
405810,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-37.52142748,146.0157669,RG LOW. FRENCHMANS,RAINGAUGE (BIG RIVER) @ LOWER FRENCHMANS SPUR,grey,,,,,,
405825,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-36.82549,145.85158,RG @ GEOFF SABIRE,RAINGAUGE (MOROKO PARK) @ GEOFF SABIRE,grey,,,,,,
405828,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-36.91994,145.67951,RG AT ENDERLEE,RAINGAUGE (ENDERLEE) @ KEN CRIBBERS,grey,,,,,,
405834,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-37.64499983,146.0138325,R.G. SHAWS,RAINGAUGE (SHAWS) @ WARBURTON-WOODS POINT ROAD,grey,,,,,,
405836,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-37.253,144.86157,R.G.WILLOWMAVIN,RAINGAUGE @ WILLOWMAVIN,grey,,,,,,
405837,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-37.49575412,145.7478455,R.G. MARYSVILLE,RAINGAUGE @ MARYSVILLE GOLF CLUB,grey,,,,,0.0,20221017090000
409215,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-36.01760591,144.9610344,MURRAY @ BARMAH,MURRAY RIVER @ BARMAH,purple,6.486,20221017090000,29977.2,20221017090000,,
409221,WEB_SW,B_405_GOULBURN,405-Goulburn Basin,-36.07955389,144.9665313,MURRAY @ MOIRA,MURRAY RIVER @ LOWER MOIRA,grey,,,,,,
406200,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.19146,144.38032,COLIBAN @ MALMSBURY,COLIBAN RIVER @ MALMSBURY RAIL BRIDGE,purple,1.073,20221017090000,1024.3,20221017090000,,
406201,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.62921036,144.5545006,CAMPASPE @ BARNADOWN,CAMPASPE RIVER @ BARNADOWN,purple,5.981,20221015230000,32982.2,20221015230000,,
406202,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.33193098,144.7009668,CAMPASPE - ROCHESTER,CAMPASPE RIVER @ ROCHESTER D/S WARANGA WESTERN CH SYPHN,purple,9.056,20221017090000,42349.3,20221017090000,0.0,20221017090000
406203,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.43805556,144.65825,CAMPASPE @ CAMPASPE,CAMPASPE RIVER @ CAMPASPE WEIR,grey,,,,,,
406205,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.49841667,144.6118056,CAMPASPE @ ELMORE,CAMPASPE RIVER @ ELMORE,grey,,,,,,
406206,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.79277778,144.5063056,CAMPASPE @ AXEDALE,CAMPASPE RIVER @ AXEDALE,grey,,,,,,
406207,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.8433206,144.5301809,CAMPASPE @ EPPALOCK,CAMPASPE RIVER @ EPPALOCK,grey,,,,,,
406208,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.38773265,144.4504776,CAMPASPE @ ASHBOURNE,CAMPASPE RIVER @ ASHBOURNE,blue,0.294,20221017090000,62.8,20221017090000,,
406209,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.285,144.4966667,CAMPASPE @ CARLSRUHE,CAMPASPE RIVER @ CARLSRUHE,grey,,,,,,
406210,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.25121769,144.3808997,COLIBAN LAURISTON,COLIBAN RIVER DOWNSTREAM LAURISTON RESERVOIR,purple,2.031,20221017090000,615.4,20221017090000,,
406212,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.222631,144.418839,Kyneton,Campaspe River @ Kyneton,grey,1.120,20221017090000,230.0,20221017090000,,
406213,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.01512226,144.5402949,CAMPASPE @ REDESDALE,CAMPASPE RIVER @ REDESDALE,purple,1.486,20221017090000,1364.8,20221017090000,,
406214,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.77349188,144.4281046,AXE @ LONGLEA,AXE CREEK @ LONGLEA,purple,0.746,20221017090000,246.1,20221017090000,,
406215,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.961625,144.49156,COLIBAN RV LYAL (WQ),COLIBAN RIVER @ LYAL,purple,1.529,20221017090000,2370.5,20221017090000,,
406216,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.89687871,144.355601,AXE CK @ SEDGEWICK,AXE CREEK @ SEDGEWICK,grey,,,,,,
406217,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.81666667,144.3083333,SHEEPWASH @ TANNERY,SHEEPWASH CREEK @ TANNERY LANE,grey,,,,,,
406218,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.4363884,144.6589815,CAMPASPE WEIR,CAMPASPE RIVER @ CAMPASPE WEIR (HEAD GAUGE),grey,,,,,0.0,20221017090000
406219,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.8510207,144.5312227,CAMPASPE @ EPPALOCK,CAMPASPE RIVER @ LAKE EPPALOCK (HEAD GAUGE),grey,,,,,,
406220,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.19166667,144.3833333,COLIBAN @ MALMSBURY,COLIBAN RIVER @ MALMSBURY RESERVOIR (HEAD GAUGE),grey,,,,,0.0,20221017090000
406221,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.28452,144.3961,COLIBAN @ U. COLIBAN,COLIBAN RIVER @ UPPER COLIBAN RES. (HEAD GAUGE),grey,,,,,,
406222,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.25368,144.38127,COLIBAN @ LAURISTON,COLIBAN RIVER @ LAURISTON RESERVOIR (HEAD GAUGE),grey,,,,,,
406224,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.54565618,144.6377054,MOUNT PLEASANT CK,MOUNT PLEASANT CREEK @ RUNNYMEDE,purple,1.261,20221017090000,48.1,20221017090000,0.0,20221017090000
406225,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.84850885,144.5339499,CAMPASPE @ EPP O/L W,CAMPASPE RIVER @ LAKE EPPALOCK (O'LET MEAS. WEIR),grey,,,,,,
406226,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.88032602,144.6519894,MT. IDA @ DERRINAL,MOUNT IDA CREEK @ DERRINAL,purple,0.648,20221017090000,240.8,20221017090000,,
406235,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.94717851,144.66470369,WILD DUCK CREEK,WILD DUCK CREEK @ U/S OF HEATHCOTE-MIA MIA ROAD,purple,1.392,20221017090000,209.4,20221017090000,0.0,20221017090000
406250,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.31948333,144.36393611,COLIBAN @ SPRINGHILL,COLIBAN RIVER @ SPRINGHILL-TYLDEN ROAD,purple,1.012,20221017090000,272.3,20221017090000,0.0,20221017090000
406259,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.29166667,144.435,COLIBAN @ TYLDEN,LITTLE COLIBAN RIVER @ TYLDEN SPRINGS,grey,,,,,,
406262,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.81091716,144.3912111,AXE @STRATHFIELDSAYE,AXE CREEK @ STRATHFIELDSAYE,purple,1.669,20221017090000,91.5,20221017090000,0.0,20221017090000
406263,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.09591723,144.6753683,MULLERS @ MURRAY HWY,MULLERS CREEK @ MURRAY VALLEY HIGHWAY,grey,,,,,,
406264,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.18637384,144.7306592,MILLEWA CK @ ECHUCA,MILLEWA CREEK @ NORTHERN HIGHWAY ECHUCA,grey,,,,,,
406265,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.14472095,144.7353385,CAMPASPE @ ECHUCA,CAMPASPE RIVER @ ECHUCA,grey,95.941,20221017093000,,,,
406266,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.33775,144.51149,FIVE MILE CK @ WTP,FIVE MILE CREEK @ WOODEND TREATMENT PLANT,purple,0.494,20221017090000,46.7,20221017090000,0.0,20221017090000
406268,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.35582169,144.5397243,FIVE MILE CK WALLAN,FIVE MILE CREEK D/S WOODEND WALLAN RD,grey,,,,,,
406273,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.407223,144.355459,TRENTHAM NO 2 RES HG,TRENTHAM NO 2 RESERVOIR H.G. AT EAST TRENTHAM,grey,,,,,0.0,20221017090000
406275,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.40602531,144.6938005,CAMPASPE @ BURNEWANG,CAMPASPE RIVER @ BURNEWANG-BONN ROAD,grey,,,,,,
406276,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.15044215,144.7371189,CAMPASPE @ FEHRINGS,CAMPASPE RIVER @ FEHRINGS LANE,purple,9.401,20221016030000,,,,
406277,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.81568167,144.5177198,CAMPASPE @ DOAKS,CAMPASPE RIVER @ DOAKS RESERVE,grey,,,,,,
406278,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.6976467,144.5254954,CAMPASPE @ BACKHAUS,CAMPASPE RIVER @ BACKHAUS ROAD,grey,,,,,,
406279,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.03617706,144.4617357,COLIBAN @ SUMMERHILL,COLIBAN RIVER U/S SUMMERHILL,grey,,,,,,
406280,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.28957778,144.43389167,LT COLIBAN @ GLUEPOT,LITTLE COLIBAN RV @ GLUEPOT BRIDGE,purple,0.559,20221017090000,216.1,20221017090000,,
406281,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.23897052,144.3391868,K'ROO C U/S MALMSBUR,KANGAROO CREEK UPSTREAM MALMSBURY RESERVOIR,purple,0.370,20221017090000,56.8,20221017090000,,
406282,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.407223,144.355459,TRENTHAM NO 1 RES.HG,TRENTHAM NO 1 RESERVOIR HEAD GAUGE AT EAST TRENTHAM,grey,,,,,,
406700,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.19323,144.37655,COLIBAN MAIN OFFTAKE,COLIBAN MAIN CHANNEL @ OFFTAKE,orange,-0.176,20221017090000,0.0,20221017090000,,
406704,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.12865662,144.7693105,DEAKIN MAIN ECHUCA,DEAKIN MAIN DRAIN @ OUTFALL (ECHUCA),purple,3.112,20221017090000,,,,
406705,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,0,0,YAMBUNA MAIN DR O/F,YAMBUNA MAIN DRAIN @ OUTFALL,grey,,,,,,
406706,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,0,0,TANDARRA CHANNEL,TANDARRA-CALIVIL CHANNEL @ OFFTAKE MEASURING WEIR,grey,,,,,,
406731,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.32104,144.918564,DEAKIN M DR @ GRAY R,DEAKIN MAIN DRAIN (D/S DRAIN 3) @ GRAY RD,grey,,,,,,
406740,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.84833333,144.2416667,COLIBAN MAIN CHANNEL,COLIBAN MAIN CHANNEL @ SANDHURST RESERVOIR INLET,grey,,,,,,
406743,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.34166667,144.525,BAMAWM MAIN DRAIN,BAMAWM MAIN DRAIN @ O'DONNELL'S ROAD,grey,,,,,,
406744,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.33352883,144.6446532,BAMAWM 3 @O'DONNEL R,BAMAWM DRAIN NO.3 EXTENSION @ O'DONNEL ROAD,grey,,,,,,
406745,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.37144444,144.6625,BAMAWM MD @ DINGEE,BAMAWM MAIN DRAIN @ DINGEE ROAD,grey,,,,,,
406746,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.45212277,144.9508317,DEAKIN MAIN SITE R,DEAKIN MAIN DRAIN @ SITE R,grey,,,,,,
406747,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.45077313,144.96044,DEAKIN (S) MID/HWAY,DEAKIN MAIN DRAIN SITE (S) @ MIDLAND HIGHWAY,grey,,,,,,
406749,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.41191855,144.9281583,DEAKIN (U) MASON RD,DEAKIN MAIN DRAIN SITE (U) @ MASON ROAD,grey,,,,,,
406750,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.12873992,144.600682,BAMAWM @ DARGON'S,BAMAWM MAIN DRAIN @ DARGON'S BRIDGE,grey,,,,,,
406751,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.31453986,144.6242542,BAMAWM MAIN D/S W'GA,BAMAWM MAIN DRAIN @ D/S WARANGA WESTERN CHANNEL,grey,,,,,,
406753,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.34700342,144.6296184,BAMAWM 11/1 FOSTER R,BAMAWM DRAIN 11/1 @ FOSTER ROAD,grey,,,,,,
406754,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.43054857,144.6512156,CAMPASPE NO.1,CAMPASPE NO.1 CHANNEL @ NORTHERN HIGHWAY,grey,,,,,,
406755,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.44833333,144.955,DEAKIN DR 10 STANHOP,DEAKIN DRAIN NO 10 OUTFALL @ STANHOPE,grey,,,,,,
406756,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.32870658,144.9808938,MOSQUITO @ CURR ROAD,MOSQUITO CREEK DEPRESSION @ CURR ROAD,grey,,,,,,
406757,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.02408507,144.5702187,RICHARDSONS LGN T'RY,RICHARDSONS LAGOON OUTFALL @ TORRUMBARRY ESTATE,grey,,,,,,
406758,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.04050133,144.5788256,BAMAWN DR RICHARDSON,BAMAWN MAIN DRAIN @ RICHARDSON LAGOON OUTFALL,grey,,,,,,
406759,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.18293126,144.6261688,ROCH 14 O/F COCKBILL,ROCHESTER NO 14 OUTFALL @ COCKBILL ROAD,grey,,,,,,
406764,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.32811882,144.7009897,CAMPASPE DR NO 5,CAMPASPE DRAIN NO 5 @ OUTFALL,grey,,,,,,
406766,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.31865378,144.6845948,CAMPASPE DR NO 4,CAMPASPE DR NO 4 U/S NORTHERN HIGHWAY,grey,,,,,,
406769,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.25464053,144.8430887,OLD DEAKIN DR 5,OLD DEAKIN DRAIN NO 5 @ ECHUCA-KYABRAM RD,grey,,,,,,
406802,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-37.01512226,144.54029496,RAINGAUGE @ REDESDAL,RAINGAUGE (CAMPASPE RIVER) @ REDESDALE,grey,,,,,0.0,20221017090000
409200,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.11971666,144.74732777,MURRAY @ ECHUCA,MURRAY RIVER @ ECHUCA,purple,94.255,20221017090000,,,,
409222,WEB_SW,B_406_CAMPASPE,406-Campaspe Basin,-36.09430152,144.6836231,MURRAY DS CAMPASPE,MURRAY RIVER @ D/S CAMPASPE R (PIANTA ROAD),purple,93.288,20221017090000,,,,
407200,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.60166667,143.9416667,LODDON @ BRIDGEWATER,LODDON RIVER @ BRIDGEWATER,grey,0.806,20221017093000,,,,
407202,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.70323414,143.9192282,LODDON @ KERANG,LODDON RIVER @ KERANG,purple,1.494,20221017090000,1957.2,20221017090000,,
407203,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.83120534,143.8917144,LODDON @ LAANECOORIE,LODDON RIVER @ LAANECOORIE,purple,2.963,20221017090000,6982.9,20221017090000,,
407204,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.16166667,144.2066667,LODDON @ VAUGHAN,LODDON RIVER @ VAUGHAN U/S FRYERS CREEK,grey,,,,,,
407205,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.92432646,143.8718822,LODDON @ APPIN STH,LODDON RIVER @ APPIN SOUTH,purple,3.242,20221017090000,13552.9,20221017090000,,
407208,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.225,144.1,JIM CROW CK,JIM CROW CREEK @ FRANKLINFORD (BELOW OFFTAKE),grey,,,,,,
407209,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.6565729,144.1248226,GUNBOWER @ KOONDROOK,GUNBOWER CREEK @ KOONDROOK,grey,,,,,,
407210,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.98716397,143.9683234,LODDON @CAIRN CURRAN,LODDON RIVER @ CAIRN CURRAN RESERVOIR T.G.,purple,1.207,20221017090000,2582.3,20221017090000,,
407211,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.92226552,143.7467637,BET BET @ BET BET,BET BET CREEK @ BET BET,purple,2.048,20221017090000,227.2,20221017090000,0.0,20221017090000
407212,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.05,143.8166667,TULLAROOP CK,TULLAROOP CREEK @ CARISBROOK,grey,,,,,,
407213,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.08439246,143.8116689,MCCALLUMS CK,MCCALLUMS CREEK @ CARISBROOK,purple,0.666,20221017090000,293.4,20221017090000,,
407214,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.29663553,143.789846,CRESWICK @ CLUNES,CRESWICK CREEK @ CLUNES,purple,1.064,20221017090000,370.4,20221017090000,,
407215,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.10903603,144.0579866,LODDON @ NEWSTEAD,LODDON RIVER @ NEWSTEAD,purple,1.467,20221017093000,1310.4,20221017093000,,
407216,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.60833333,143.95,BARR @ CAPESL XING,BARR CREEK @ CAPELS CROSSING,grey,,,,,,
407217,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.15795783,144.2084168,LODDON DS FRYERS,LODDON RIVER @ VAUGHAN D/S FRYERS CREEK,purple,1.378,20221017090000,420.7,20221017090000,0.0,20221017090000
407220,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.99477,143.64259,BET BET @ NORWOOD,BET BET CREEK @ NORWOOD,purple,0.457,20221017090000,157.4,20221017090000,0.0,20221017090000
407221,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.2064268,144.100373,JIM CROW @ YANDOIT,JIM CROW CREEK @ YANDOIT,purple,1.600,20221017090000,288.8,20221017090000,0.0,20221017090000
407222,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.22743357,143.8340699,TULLAROOP @ CLUNES,TULLAROOP CREEK @ CLUNES,purple,0.985,20221017090000,1462.8,20221017090000,,
407223,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.1,143.8666667,TULLAROOP CK,TULLAROOP CREEK @ RODBOROUGH,grey,,,,,,
407224,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.32343051,143.8652636,LODDON @ LODDON WEIR,LODDON RIVER @ LODDON WEIR,purple,7.083,20221017090000,31255.9,20221017090000,,
407227,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.33382633,143.922531,BIRCH @ SMEATON,BIRCH CREEK @ SMEATON,purple,1.104,20221017090000,430.8,20221017090000,,
407228,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.398,144.3785278,PICCANINNY CK,PICCANINNY CREEK @ KAMAROOKA,grey,,,,,,
407229,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.426775,143.951224,LODDON @ SERP. WEIR,LODDON RIVER @ SERPENTINE WEIR,purple,4.967,20221017090000,12846.4,20221017090000,,
407230,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.16392522,143.9624712,JOYCES @ STRATHLEA,JOYCES CREEK @ STRATHLEA,purple,0.556,20221017093000,111.1,20221017093000,,
407231,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.275,143.55,DOCTORS CK @ LEXTON,DOCTORS CREEK @ LEXTON,grey,,,,,,
407232,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.40833333,143.9666667,SERPENTINE CK,SERPENTINE CREEK @ SERPENTINE,grey,,,,,,
407235,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.87,144.2,BULLOCK @ LOCKWOOD,BULLOCK CREEK @ LOCKWOOD,grey,,,,,,
407236,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.16250846,144.2858042,MOUNT HOPE @ MITIAMO,MOUNT HOPE CREEK @ MITIAMO,purple,1.102,20221017090000,2602.8,20221017090000,,
407237,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.44125039,143.94634462,CRESWICK @ CRESWICK,CRESWICK CREEK @ CRESWICK U/S COSGRAVE RES.,purple,0.505,20221017090000,54.3,20221017090000,,
407238,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.44433032,143.94944447,ADEKATE @ CRESWICK,ADEKATE CREEK @ CRESWICK,purple,0.255,20221017090000,29.8,20221017090000,,
407239,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.13826309,143.9133979,MIDDLE @ RODBOROUGH,MIDDLE CREEK @ RODBOROUGH,purple,0.648,20221017090000,52.6,20221017090000,,
407240,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.83381925,143.8916895,LODDON @ LAANECOORIE,LODDON RIVER @ LAANECOORIE RESERVOIR (H. GAUGE),grey,,,,,0.0,20221017090000
407241,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.98903,143.96842,CAIRN CURRAN RES HG,LODDON RIVER @ CAIRN CURRAN RESERVOIR (HEAD GAUGE),grey,,,,,,
407242,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.73508293,143.9114927,LODDON @ MURRAY VAL.,LODDON RIVER @ MURRAY VALLEY HIGHWAY BRIDGE (KERANG),grey,77.001,20221017090000,5468.7,20221017090000,,
407244,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.09296795,143.8637307,TULLAROOP @ RES HG,TULLAROOP CREEK @ TULLAROOP RESERVOIR (HEAD GAUGE),grey,,,,,,
407246,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.72893939,144.1360524,BULLOCK @ MARONG,BULLOCK CREEK @ MARONG,purple,1.668,20221017090000,221.5,20221017090000,,
407247,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.33333333,143.9,BIRCH CK @ CLUNES,BIRCH CREEK @ CLUNES WEIR (HEAD GAUGE),grey,,,,,,
407248,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.09047812,143.8653354,TULLAROOP @ O'LET W.,TULLAROOP CREEK @ TULLARROP RES. (O'LET MEAS. WEIR),purple,1.012,20221017090000,1289.8,20221017090000,,
407249,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.40427396,144.0034496,BIRCH @ NEWLYN,BIRCH CREEK @ NEWLYN RESERVOIR (TAIL GAUGE),orange,0.043,20221017090000,0.1,20221017090000,,
407251,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.71012,143.91002,SHEEPWASH HEAD,SHEEPWASH CREEK @ SHEEPWASH WEIR (KERANG) H.G.,grey,,,,,,
407252,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.60466,143.93106,BARR @ CAPELS FLUME,BARR CREEK @ CAPELS FLUME,grey,,,,,,
407253,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.45193053,144.4693581,PICCANINNY @ MINTO,PICCANINNY CREEK @ MINTO,purple,2.559,20221017090000,1110.5,20221017090000,,
407254,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.74535142,144.2907234,BENDIGO @ BENDIGO,BENDIGO CREEK @ BENDIGO,grey,1.284,20221017090000,24.0,20221017090000,,
407255,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.63313628,144.3646811,BENDIGO @ HUNTLY,BENDIGO CREEK @ HUNTLY,purple,0.730,20221017090000,230.4,20221017090000,,
407256,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.785,144.2416667,BENDIGO GOLDEN SQUAR,BENDIGO CREEK @ BENDIGO GOLDEN SQUARE,grey,,,,,,
407257,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.76333333,144.2916667,BACK CREEK @ BENDIGO,BACK CREEK @ BENDIGO QUARRY HILL,grey,,,,,,
407258,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.68992305,144.1998166,MYERS @ MYERS FLAT,MYERS CREEK @ MYERS FLAT,grey,,,,,,
407260,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.98998889,143.84198056,LODDON @ MACORNA,LODDON RIVER @ MACORNA SYPHON,grey,,,,,,
407282,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.63666667,144.36,BENDIGO CK @ HUNTLY,BENDIGO CREEK @ HUNTLY ANABRANCH,grey,,,,,,
407283,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.75777148,144.10546,BARR @ SCHWENKES RD,BARR CREEK @ SCHWENKES ROAD,grey,,,,,,
407284,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.88899545,144.0434175,CALIVIL @ WISHARTS,CALIVIL CREEK @ WISHARTS ROAD,grey,,,,,,
407285,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.89600307,143.9956207,9 MILE CK @ COADS RD,NINE MILE CREEK @ COADS ROAD,grey,,,,,,
407286,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.69470966,143.8712436,WANDELLA @ FAIRLEY,WANDELLA CREEK @ FAIRLEY,grey,,,,,,
407287,WEB_SW,B_407_LODDON,407-Loddon Basin,-35.92254445,144.184492,BULLOCK @ U/S BOX CK,BULLOCK CREEK @ U/S BOX CREEK,grey,,,,,,
407288,WEB_SW,B_407_LODDON,407-Loddon Basin,-37.18778799,143.5228329,BET BET @ LILLICUR,BET BET CREEK @ LILLICUR,purple,1.429,20221017090000,34.0,20221017090000,0.0,20221017090000
407289,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.09771026,143.9242234,9 MILE SERP.OFFTAKE,NINE MILE CREEK @ SERPENTINE CREEK OFFTAKE,grey,,,,,,
407290,WEB_SW,B_407_LODDON,407-Loddon Basin,-36.37298939,144.1374429,BULLOCK @EAST LODDON,BULLOCK CREEK @ EAST LODDON,purple,2.266,20221017090000,2710.6,20221017090000,,
