name,bom_stn_num
Oakey Ck at Kingsthorpe Haden Rd *,541147
Myall Ck at Quinalow *,541167
Doctors Ck at Oakey-Cooyar Rd *,541141
Oakey Ck at Weir Park *,541146
Myall Ck at Clydesdale #,541043
Oakey Ck at Dalmeny *,541160
Oakey Ck at Jondaryan *,541097
N Myall Ck at Moffatt #,541042
Oakey Ck at Bowenville Reserve *,541159
Oakey Ck at Fairview *,41479
Myall Ck at Dalby #,541041
Condamine R at Loudoun Weir *,541054
Condamine R at Loudoun Br #,541155
Cooranga Ck Jandowae-MacAlister Rd#,541122
Jandowae Ck at Sengs Rd #,541117
Jandowae Ck at Jandowae Dam #,541162
Jandowae Ck at Jandowae #,541118
Cooranga Ck at Warra #,541154
Condamine R at Brigalow Br *,41490
Condamine R at Brigalow Br #,541156
Condamine R at Chinchilla Weir HW *,541071
Condamine R at Chinchilla Weir TW *,41517
Charleys Ck at Beruna #,541126
Charleys Ck at Seven Oaks #,541125
Charleys Ck at Burncluith Bridge #,541124
Charleys Ck at Chinchilla #,541123
Charleys Ck at Chinchilla *,541074
Condamine R at Bedarra *,542008
Condamine R at Bedarra #,542020
Condamine R at Condamine Township #,542019
Condamine R at Cotswold *,42098
Dogwood Ck at Gilweir *,42107
Yuleba Ck at Yuleba Forestry *,543008
Balonne R at Surat (Auto) *,543005
Bungil Ck at Tabers *,43105
Bungil Ck at Tindarra *,43033
Bungil Ck at Roma *,543010
Balonne R at Weribone *,43101
Balonne R at Warroo *,543016
Maranoa R at Forest Vale *,543007
Maranoa R at Homebush Stn *,543011
Maranoa R at Mitchell *,43102
Amby Ck at Upper Amby *,543015
Maranoa R at Begonia *,543024
Maranoa R at Old Cashmere *,43100
Balonne R at Beardmore Dam *,43103
Balonne R at Jack Taylor Weir *,543004
Balonne R at St George * (auto),43104
Culgoa R at Whyenbah *,544018
Culgoa R at Woolerbilla *,544023
Briarie Ck Hebel-Woolerbilla Rd *,44197
Narran R at Dirranbandi-Hebel Rd *,544012
Ballandool R at Hebel-Bollon Rd *,544013
Bokhara R at Hebel *,544016
Wallam Ck at Cardiff *,544022
Nebine Ck at Roseleigh Crossing *,544025
Warrego R at Augathella *,544011
Nive R at Old Tambo Rd #,544041
Nive R at Biddenham #,544047
Warrego R at The 27 Mile Garden #,44232
Middle Ck at Wellwater Rd #,544055
Bradleys Gully at Raceview #,544028
Lower Bradleys Gully #,544027
Warrego R at Charleville #,44229
Langlo River at Warilda #,544058
Langlo R at Bonella #,544067
Ward R at Oakwood #,544044
Ward R at Ward R Xing #,544049
Ward R at Binnowee *,544021
Ward R at Binnowee #,44230
Angellala Ck at Bonfield #,544062
Angellala Ck at Alice Downs #,544069
Angellala Ck at Wallal #,544072
Warrego R at Bakers Bend #,44233
Warrego R at Wyandra *,544014
Warrego R at Wallen *,544024
Warrego R at Cunnamulla Weir *,544019
Warrego R at Barringun No.2,548003
Quilberry Ck at Cooladdi #,544059
Paroo R at Humeburn #,544075
Paroo R at Farnham Plains,44235
Yowah Ck at Alroy Crossing *,544080
Paroo R at Caiwarro *,544015
Blackwater Ck at Patricia Park *,544064
Bulloo R at Milroy *,545010
Bulloo R at Quilpie *,545007
Winbin Ck *,545008
Bulloo R at South Comongin *,545004
Bulloo R at Soonah Crossing *,545005
Bulloo R at Autumnvale *,545001
Yappi Ck *,545009
Bulloo R at Thargomindah,45045
Thomson R at Longreach Auto *,36161
Black Gin Ck at Ilfracombe *,536017
Darr R at Darr Auto *,536005
Thomson R at Bogewong *,537007
Thomson R Stonehenge (West) *,537004
Barcoo R at Tambo Lake *,535215
Barcoo R at Mt Enniskillen *,535208
Barcoo R at Gillespie #,535152
Barcoo R at Blackall #,536009
Barcoo R at Blackall *,536003
Barcoo R at Coolagh *,536018
Jordan R at Glencoe #,535104
Alice R at Barcaldine Weir *,536002
Powell Ck *,538011
Barcoo R at Retreat Auto *,538001
Cooper Ck at Lignum Channel *,538008
Cooper Ck at Eaton Channel *,538009
Cooper Ck at Main Channel *,538010
Cooper Ck at Windorah(Long Xing)*,538006
Ginniapapa Ck at Bellalie *,545012
Wilson R at Nockatunga *,545006
Cooper Ck at Nappa Merrie *,545002
Mills Ck at Oondooroo *,537005
Wokingham Ck at Leeson *,537015
Diamantina R at Diamantina Lakes *,538003
Mayne R at Winton Jundah Rd *,537020
Farrars Ck at Diamantina Dev Rd *,538007
Diamantina R at Birdsville TM *,538005
Georgina R at Roxborough Downs *,537003
Burke R at Boulia *,538002
Normanby R at Kalpowar Xing *,528005
Hann R at Sandy Creek *,528008
Stewart R at Telegraph Rd *,528007
Pascoe R at Fall Ck *,527009
Pascoe R at Garraway Creek *,527011
Mornington Island Tide *,529020
Gregory R at Riversleigh *,29166
Gregory R at Gregory Downs *,529009
Burketown Tide *,529040
Leichhardt R at Doughboy Ck *,529014
Leichhardt R at Julius Dam *,529019
Leichhardt R at Miranda Creek *,529021
Gunpowder Ck at Gunpowder *,529013
Leichhardt R at Floraville *,529010
Flinders R at Whites Mountain *,530031
Flinders R at Glendower Crossing *,530023
Flinders R at Glenmoan Station *,530042
Porcupine Ck at Mt Emu Plains *,530012
Flinders R at Marathon *,530164
Flinders R at Richmond *,530009
Flinders R at Punchbowl *,529043
Flinders R at Etta Plains *,529018
Julia Ck at Julia Ck *,529006
Williams R at Landsborough Hwy *,529022
Gilliat R at Wills Dev Rd *,529041
Cloncurry R at Cloncurry *,529011
Corella R at Corella Dam HW *,529054
Dugald R at Rail Crossing *,529015
Cloncurry R at Canobie Auto *,529017
Flinders R-Cloncurry R Junction *,529044
Saxby R at Punchbowl Rd *,529042
Flinders R at Walkers Bend *,529007
Spear Ck at Iffley *,529051
Norman R d/s Yappar R Junction *,529046
Norman R at Broadwater *,529047
Norman R at Glenore Weir *,529012
Norman R at Normanton *,529049
Walkers Ck at Miranda Downs *,529050
Walker Ck at Burke Devel Rd *,529048
Karumba Tide *,529003
Gilbert R at Rockfields *,533095
Copperfield R at Spanner Waterhole*,530015
Copperfield R at Kidston Dam HW *,530014
Copperfield R at Kidston Dam TW *,530013
Einasleigh R at Einasleigh *,530007
Elizabeth Ck at Mt Surprise *,530008
Etheridge R at Roseglen *,530010
Einasleigh R at Minnies Dip *,529052
Gilbert R at Burke Dev Rd *,529053
Staaten R at Dorunda *,529023
Bushy Ck at Mt Molloy Rd *,531112
McLeod R at Mulligan Highway *,531083
Mitchell R at Cooktown Crossing *,531087
Mitchell R at OK Bridge *,528006
Walsh R at Nullinga *,531080
Walsh R at Flatrock *,531025
Walsh R at Rookwood *,528009
Walsh R at Trimbles Crossing *,528003
Mitchell R at Gamboola *,528001
Palmer R at Goldfields *,531031
Mitchell R at Dunbar *,529024
Archer R at Telegraph Crossing *,527003
Coen R at Coen Racecourse *,527008
Humbug Point (Weipa) Tide *,527004
Wenlock R at Moreton *,527006
Dulhunty River *,527012
Jardine R at Monument *,527007
Ugar Island Tide *,527022
Boigu Island Tide *,527019
Iama Island Tide *,527018
Thursday Island Tide *,527005
Moa Island (Kubin) Tide *,527017
Inverbrackie Creek,24583
Lenswood Creek at Swamp Rd,523743
Onkaparinga R at Oakbank,523717
Hahndorf Creek US Onka. R (DEW),523776
Onkaparinga R DS Hahndorf Ck(DEW),523772
Onkaparinga R at Verdun (SAW),523730
Cox Creek at Piccadilly (DEW),523783
Aldgate Creek at Euston Rd,523715
Onkaparinga R at Houlgraves (SAW),523726
Burnt Out Ck US Mt Bold Res (DEW),523055
Mt Bold Reservoir (SAW),523765
Scott Creek (SAW),523725
Scott Creek (DEW),523775
Onkaparinga R at Clarendon W (SAW),523724
Onkaparinga R at Clarendon W (BOM),23914
Onkaparinga R DS Clarendon W(DEW),523771
Onkaparinga R at Baker Gully(DEW),523774
Onkapar. R at Old Noarlunga (DEW),523770
Onkaparinga R at Patapinda Rd Br,521011
Pedler Ck at Stump Hill Rd (DEW),523768
Pedler Ck at Moana (DEW),523767
Myponga R US Resv (SAW),523723
Millers Ck at Forreston,523709
Torrens R at Gumeracha Weir (SAW),523755
Torrens R at Gumeracha Weir (BOM),523708
Cudlee Ck at Lobethal Rd,523700
Millbrook Reservoir (SAW),523763
Torrens R DS Hollands Ck (DEW),523777
Kangaroo Creek Resv Dam (SAW),523733
Sixth Ck at Castambul,23852
Torrens R at Gorge Weir,23909
Torrens R at Gorge Weir (SAW),523742
Fifth Ck at Athelstone,23094
Second Ck at Stonyfell,23145
Torrens R at Walkerville (DEW),523040
First Ck at Waterfall Gully Rd,523746
First Ck at Botanic Gdns (DEW),523041
Torrens R at Holbrooks Rd (DEW),523044
Torrens R at Seaview Rd (DEW),523042
Dry Ck at Valley View (DEW),523058
Dry Ck at Bridge Rd (DEW),523059
Little Para Reservoir (SAW),523112
Little Para R US Fault (DEW),523057
Tide level at Pt Adelaide (Osborne),523004
Keswick Ck at Victoria Park,523010
Keswick Ck at Unley (Roberts Place),23119
Keswick Ck at Army Barracks,23115
Brownhill Ck at Mitcham (DEW),523769
Brownhill Ck at Heywood Park,523101
Brownhill Ck at Adelaide Ap (DEW),523046
Sturt Ck at Coromandel Valley,523750
Sturt Ck DS Minno Ck (DEW),523766
Sturt Ck at Sturt Dam,23136
Sturt Ck at Marion (Marion Rd),23140
Sturt Ck at Novar Gardens (DEW),523045
South Para R at SE Gawler (DEW),523048
North Para R at Mt Mckenzie (DEW),523308
North Para R at Penrice (DEW),523314
Duckponds Ck at Stockwell (DEW),523053
North Para R at Nuriootpa(Park Ave),23357
Tanunda Ck at Bethany (DEW),523313
Jacobs Ck at Barossa Highway,23376
North Para R at Yaldara (DEW),523312
Greenock Ck at Greenock (DEW),523320
Greenock Ck at Shea-Oak Log,23348
North Para R at Turretfield Dam,23141
North Para R below Tur. Dam (DEW),523012
Gawler R at Gawler West(Gosford St),23107
Gawler R at Virginia (DEW),523038
Bremer R at Tennis Court (DEW),524530
Bremer R DS Harrogate Rd (DEW),524529
Mt Barker Ck DS Mt Barker (DEW),524519
Dawesley Ck at Dawesley (DEW),524520
Bremer R US Mt Barker Ck (DEW),524516
Mt Barker Ck US Bremer R (DEW),524517
Bremer R near Hartley (DEW),524518
Bremer R at Wanstead Rd (DEW),524528
Bremer R US Langhorne Ck (DEW),524550
Bremer R US Ballandown Rd (DEW),524522
Wakefield R at Rhynie (DEW),521010
Wakefield R US Balaklava (DEW),521017
Wakefield R at Pt Wakefield R (DEW),521018
Light R near Hamilton (DEW),523318
Julia Ck near Hansborough (DEW),523321
Light R at Mingays Waterhole(DEW),523315
Light R at Hamley Bridge (DEW),523065
Gilbert R at Saddleworth (DEW),523317
Gilbert R at Stockport (DEW),523319
Light R upsteam of Mallala (DEW),523066
Light R US School Road (DEW),521012
R Murray US Lock 8 (DEW),547008
R Murray DS Lock 8 (DEW),547005
Lake Victoria (DEW),547004
R Murray US Lock 7 (DEW),547007
R Murray DS Rufus River (DEW),576003
R Murray US Lock 6 (DEW),524038
R Murray DS Lock 6 (DEW),524032
Chowilla DS Monoman Ck (DEW),524029
R Murray US Lock 5 (DEW),524037
R Murray DS Lock 5 (DEW),524031
R Murray at Lyrup Pump Stn (DEW),524027
R Murray at Berri Pump Stn (DEW),524008
R Murray US Lock 4 (DEW),524036
R Murray DS Lock 4 (DEW),524030
R Murray at Loxton Pump Stn (DEW),524034
R Murray US Lock 3 (DEW),524039
R Murray DS Lock 3 (DEW),524028
R Murray US Overland Corner (DEW),524007
R Murray US Lock 2 (DEW),524035
R Murray DS Lock 2 (DEW),524033
R Murray US Lock 1 (DEW),524504
R Murray DS Lock 1 (DEW),524507
R Murray at Swan Reach 3km DS Ferry,524526
Marne River at Marne Gorge (DEW),524531
R Murray at Walker Flat (DEW),524527
R Murray at Mannum Wharf (DEW),524525
R Murray at Murray Bridge/Long Is.,524524
R Murray 2km DS Wellington ferry,524532
L Alexandrina at Milang Jetty (DEW),524535
Lake Albert at Meningie Jetty (DEW),524533
Goolwa Channel 2km West of Clayton,523787
Goolwa Channel DS Hindmarsh Bridge,523785
US Goolwa Barrage (DEW),523786
DS Goolwa Barrage (DEW),523788
Tauwitchere Barrage (DEW),524536
Cooper Ck at Cullyamurra WH (DEW),517001
Cooper Ck NW Ch US Coongie L(DEW),517012
Diamantina R at Birdsville (DEW),538005
Warburton R at PoothapootaWH (DEW),517013
Neales R South Stewart WH (DEW),516001
Neales R Algebuckina WH (DEW),517014
Lake Cethana Dam (H),591017
Lake Barrington Dam (H),591041
Lake Paloona Dam (Forth Rv) (H),591044
Middlesex Plain (Iris Rv) (H),591051
Lake Gairdner Dam (H),591046
Wilmot Rv (Abv Forth) (H),591042
Forth Rv blw Wilmot (H),591036
Rowallan Dam (H),596042
Mersey Rv (Abv Arm) (H),596035
Abv Mersey Rv (Arm Rv) (H),596056
Abv Lake Mackenzie (H),596070
Parangana Dam (H),596037
Mersey Rv at Liena (H),591034
Mersey Rv at Kimberley,91266
Mersey Rv at Shale Rd (D),591032
Mersey Rv at Latrobe Bridge,91279
Liffey Rv abv West Channel (D),591047
Liffey Rv at Carrick (D),591052
Meander Rv at Westwood Bridge,91303
St Patricks Rv at Nunamara Offtake,91271
North Esk Rv at Ballroom (D),591033
North Esk Rv at Corra Linn,91263
Break O'Day Rv at Killymoon (D),592002
South Esk Rv at Upper Esk Bge(D),592019
South Esk Rv at Mathinna,92106
South Esk Rv at Fingal,92091
St Pauls Rv at Lewis Hill,92020
St Pauls Rv abv Avoca (D),592003
South Esk Rv at Llewellyn (H),93044
Nile Rv at Deddington (D),91326
South Esk Rv at Perth (D),591031
Back Creek abv Wilmores Lane (D),591048
South Esk Rv at Longford,91207
South Esk Rv at Trevallyn Pond (H),591037
Tooms Lake,92079
Tooms Rv blw Tooms Lake (D),592008
Macquarie Rv at Trefusis (D),593003
Macquarie Rv at Mt Morriston,93052
Macquarie Rv at Ross,93051
Macquarie Rv at Fosterville (D),93059
Lake Leake,92146
Elizabeth Rv d/s Lake Leake (D),592009
Macquarie Rv at Morningside (D),93026
Isis Rv at Barton,93020
Lake Rv at Parknook (H),593000
Lake Rv at Lake House (H),591055
Below Palmers RT (H),591045
Brumbys Ck (No 3 Weir) (H),591039
Macquarie Rv at Cressy Pumps (H),591049
Legerwood Rivulet d/s Ringaroom(D),591053
Ringarooma Rv upstr Branxholm (D),591054
Ringarooma Rv at Moorina Bdge (D),592005
George Rv at St Helens Intake (D),593001
Scamander Rv abv Water Supply (D),592006
Swan Rv upstrm Hardings Falls (D),592023
Swan River at the Grange (D),592021
Meredith River at Swansea (D),592020
Blw Lake St Clair (Derwent Rv) (H),596055
King William Lake at Dam (H),596074
Little Pine Lagoon at Dam (H),596080
Pine Tier Dam (H),596062
Nive abv Tungatinah (H),595009
Liapootah Pond Dam (H),596084
Wayatinah Lagoon at Intake (H),595031
Florentine Rv at Eleven Rd (H),595028
Florentine Rv abv Derwent Rv (H),595015
Catagunya lake Dam (H),595033
Repulse lake Dam (H),595032
Cluny Lagoon Dam (H),595017
Echo Lake at Dam (H),596077
Dee Rv abv Derwent Rv (H),591040
Derwent Rv at Glendu (H),595011
Ouse Rv at Lake Augusta Intake (H),596050
Pine Tree RT (Lake HWY) (H),596012
Arthurs Lake at Pump Station (H),596081
Ouse Rv (blw Liawenee Canal) (H),596060
St Patricks Plains (H),596061
Shannon Rv at Hermitage (H),96070
Ouse Rv at Ashton (H),95049
Ouse Rv at 3B Weir (H),595029
Clyde Rv ds Lake Cresent (D),596068
Clyde Rv at Bothwell (D),95046
Meadowbank HEC (H),95040
Derwent Rv blw Meadowbank Dam (H),595012
Tyenna Rv at Newbury (D),595013
Styx River at Bruces Bridge,595021
Plenty River at Feilton,595025
Derwent Rv at Macquarie Plains (D),95042
Derwent Rv abv New Norfolk Bdg (D),595018
Derwent Rv at New Norfolk,95066
Jordan Rv at Mauriceton (D),94143
Huon Rv at Harrisons Opening,597501
Huon Rv at Tahune Bdge,597500
Huon Rv at Judbury (D),94179
Huon Rv at Huonville,94180
Wilson River at Odonnell Range,502010
Dunham River at Dunham Gorge,502031
Dunham River at Flying Fox Hole,502029
Ord River at Tarrara Bar,502000
King River at Cockburn North,501000
Hann River at Phillips Range,502024
Fitzroy River at Dimond Gorge,502027
Margaret River at Me No Savvy,502006
Margaret River at Margaret Gorge,502059
Leopold River at Mount Winifred,502001
Margaret River at Mount Krauss,502005
Fitzroy River at Fitzroy Crossing,503014
Christmas Creek at Homestead,503000
Fitzroy River at Noonkanbah,503007
Fitzroy River at Fitzroy Barrage,503017
Mount Wynne Creek at Ellendale,503011
Fitzroy River at Looma,503012
Fitzroy River at Willare,503013
Lennard River at Mount Joseph,503008
Isdell River at Dales Yard,503009
Coongan River at Marble Bar,504037
Coongan River at Marble Bar Rd,504041
Shaw River at North Pole Mine,504035
Shaw River at Marble Bar Rd,504040
De Grey River at Coolenar Pool,504000
Yule River at Jelliabidina,504017
Turner River at Pincunah,504032
Maitland River at Miaree Pool,505042
Fortescue River at Newman Rd Br,507011
Weeli Wooli Ck at Waterloo Bore,505041
Weeli Wooli Ck at Tarina,505040
Marillana Ck at Flat Rocks,505011
Fortescue River at Deep Reach,505054
Fortescue River at Gregory Gorge,505010
Fortescue River at Bilanoo Pool,505039
Robe River at Yarraloola,505059
Cane River at Toolungu,505055
Ashburton River at Capricorn Range,507002
Ashburton River at Nanutarra,505000
Gascoyne River at Pells Island,506016
Lyons River at Lyons River Xing,506013
Gascoyne River at Jimba,506012
Gascoyne River at Fishy Pool,506011
Gascoyne River at Nine Mile Br,506000
Murchison River at Emu Springs,508021
Greenough River at Pindarring Rocks,508017
Greenough River at Mitthutharra,508037
Greenough River at Karlanew Peak,508020
Irwin River at Yatharagga,508038
Irwin River at Strawberry Bridge,508303
Irwin River at Mountain Bridge,508032
Hill River at Hill River Springs,509168
Hill River at Ardross,509418
Moore River Nth at Long Pool Br,508030
Moore River Nth at Moora Caravan Pk,508000
Moore River at Quinns Ford,509381
Moore River at Waterville Road,509421
Gingin Brook at Gingin,509427
Gingin Brook at Bookine Bookine,509419
Salt River at Qualandary Crossing,510058
Avon River at Bells Farm,510524
Avon River at Beverley Br,510507
Dale River at Waterhatch Br,510508
Avon River at York,510059
Avon River at Northam Weir,510061
Mortlock River North at Frenches,510000
Mortlock River at ODriscolls Farm,510035
Avon River at Stirling Tce Toodyay,510060
Wooroloo Brook at Karls Ranch,509376
Brockman River at Tanamerah,509447
Brockman River at Yalliawirra,510523
Swan River at Walyunga,509438
Ellen Brook at Railway Parade,509457
Helena River at Poison Lease,509458
Helena Brook at Trew Road,509459
Jane Brook at National Park,509456
Darkin River at Pine Plantation,509471
Swan River at Meadow Street Br,509378
Swan River at Barrack Street Jetty,509440
Canning River at Seaforth,509379
Southern River at Anaconda Drive,509063
Canning River at Kent St Weir,509484
Nambeelup Brook at Kielman,509586
Crossman River at Rivendale,510521
Hotham River at Marradong Road Br,509545
Williams River at Saddleback Rd Br,509544
Murray River at Baden Powell Spout,509541
Marrinup Brook at Brookdale Siding,509129
Murray River at Pinjarra,509542
Meredith Drain at Johnston Rd,509557
Harvey River at Dingo Road,509119
Harvey River at Old Bunbury Rd,509589
Collie River East at James Crossing,509539
Bingham River at Palmer,509309
Collie River East at Coolangatta,509529
Collie River at Collie,509533
Collie River South at Collie,509532
Collie River at Mungalup Tower,509530
Hamilton River at Worsley,509594
Collie River at Rose Road,509536
Brunswick River at Sandalwood,509370
Wellesley River at Juegenup,509535
Thomson River at Woodperry,509528
Preston River at Lowden Road Br,509526
Preston River at Boyanup Bridge,509524
Ferguson River at Dowdells Road Br,509450
Ferguson River at South Western Hwy,509551
Capel River at Yates Bridge,509462
Capel River at Railway Bridge,509591
Vasse Diversion at Wonnerup East Rd,509523
Vasse Diversion at D/S Hill Rd,509521
Carbunup River at Lennox Vineyard,509522
Wilyabrup Brook at Woodlands,509190
Margaret River at Willmots Farm,509065
Margaret River Nth at Whicher Range,509355
North Arthur River at Lake Toolibin,510500
Arthur River at Mount Brown,510501
Beaufort River at Manywaters,510502
Blackwood River at Boyup Flax Mill,509519
Blackwood River at Winnejup,509461
Blackwood River at Bridgetown,509517
Blackwood River at Nannup,509518
Blackwood River at Darradup,509473
Blackwood River at Gingilup,509468
Chapman River at Forest Grove,509470
Blackwood River at Hut Pool,509549
Scott River at Brennans Ford,509199
Donnelly River at Strickland,509467
Wilgarup River at Quintarrup,509482
Warren River at Wheatley Farm,509465
Lefroy Brook at Rainbow Trail,509572
Lefroy Brook at Cascades,509464
Warren River at Barker Rd Crossing,509463
Gardner River at Baldania Ck Confl,509196
Weld River at Wattle Block,509412
Weld River at Ordnance Rd Crossing,509266
Deep River at Teds Pool,509300
Shannon River at Dog Pool,509578
Frankland River at Mount Frankland,509548
Kent River at Styx Junction,509278
Kent River at Rock Glen,509385
Yate Flat Creek at Woonanup,509022
Denmark River at Kompup,509466
Denmark River at Mt Lindesay,509017
Little Creek at Ocean Beach Rd,509587
Denmark River at Denmark College,509514
Cuppup River at Eden Road,509590
Sleeman River at Sleeman Rd Bridge,509439
Wilson Inlet at Old Railway Bridge,509559
Pallinup River at Bull Crossing,510026
Young River at Cascades,512018
Young River at Neds Corner,509004
Lort River at Fairfield,509195
Coramup Creek at Myrup Road,509546
Bandy Creek at Fisheries Road,509513
Victoria R at Kalkarindji*,514824
Wickham R at Williams Crossing*,514823
Victoria R at Dashwood Crossing*,514822
Katherine R near Birdie Creek*,514915
Seventeen Mile Creek*,514917
Katherine R at Nitmiluk Centre#,514916
Maud Creek*,514926
Katherine R at Ironwood Station*,514918
Katherine R at Katherine Bridge#,514913
Dry R near Manbulloo*,514921
King R d/s Stuart Highway*,514920
King R d/s Victoria Highway*,514600
Flora R at Stoney Creek*,514914
Edith R u/s Stuart Highway*,514905
Cullen R at Stuart Highway*,514206
Fergusson R at Railway Bridge*,514901
Fergusson R near Bondi Creek*,514050
Daly R at Dorisvale Crossing*,514912
Daly R at Theyona Station*,514902
Douglas R at Douglas Crossing*,514900
Daly R at Beeboom Crossing*,514909
Daly R at Gourley*,514305
Daly R at Mount Nancar*,514911
Daly R at Daly R Police Station*,514910
Rapid Creek*,514008
Elizabeth R at Stuart Highway*,514192
Adelaide R East Branch*,514019
Adelaide R West Branch*,514017
Adelaide R at Adelaide River Town*,514059
Adelaide R at Tortilla Flats*,514015
Adelaide R at Marrakai Crossing*,514922
Adelaide R at Dirty Lagoon*,514919
Adelaide R at Arnhem Highway*,514003
Goyder R u/s Central Arnhem Rd*,514519
Waterhouse R d/s of Diljin Hill*,514608
Waterhouse R at Beswick Bridge*,514603
Wilton R at Roper Highway*,514609
Roper R downstream of Mataranka*,514604
McArthur R at Baileys Grave*,514705
McArthur R at MRM*,514702
McArthur R at Borroloola*,514700
Todd R at Wigley Gorge*,515004
Charles R at Big Dipper#,515005
Todd R at Anzac Oval*,515003
Todd R at Heavitree Gap*,515501
Capertee R at Glen Davis,563075
Deep Ck at Lancefield,586224
Woori Yallock Ck at Woori Yallock,586215
Yarra R at Warrandyte,86347
Brisbane R at Jindalee Br *,540753
Oxley Ck at Ipwsich Rd*,540805
Six Mile Ck at Rose Ck Rd #,540543
Kin Kin Ck at Kin Kin #,540639
Tinana Ck at Teddington Water *,40390
Daintree R at Daintree Village *,531110
Cooper Ck at Ballera Bridge *,545003
Cooper Ck at Ballera Crossing (WDS),545003
Cooper Ck NW Ch Scrubby Camp (WDS),517016
Cooper Ck at Gidgealpa (WDS),517018
Cooper Ck at Walkers Crossing(WDS),517017
