attributes.bom_stn_num,attributes.name,attributes.lat,attributes.long,attributes.state,attributes.location_types,attributes.basin
540660,Caboolture (Short St) Alert,-27.0874,152.9608,QLD,rain gauge;water level gauge;,Pine River
540661,Karalee Alert,-27.5843,152.8131,QLD,rain gauge;water level gauge;,Brisbane River
540662,Crohamhurst Alert,-26.807,152.865,QLD,rain gauge;,Brisbane River
540663,Mt Marrow Alert,-27.6044,152.6106,QLD,rain gauge;,Brisbane River
540664,Six Mile Creek Alert,-27.6409,152.8444,QLD,rain gauge;water level gauge;,Brisbane River
540665,Spring Mt Alert,-27.6772,152.8478,QLD,rain gauge;,Brisbane River
540666,South Ripley (Wards Rd) Al,-27.7264,152.8219,QLD,rain gauge;water level gauge;,Brisbane River
540667,Upper Western Ck Alert,-27.6814,152.4342,QLD,rain gauge;,Brisbane River
540668,Goolman Alert,-27.7361,152.7668,QLD,rain gauge;,Brisbane River
540669,Seven Mile Br Alert,-27.6483,152.6347,QLD,rain gauge;water level gauge;,Brisbane River
540670,Goodna Alert,-27.6003,152.8942,QLD,rain gauge;water level gauge;,Brisbane River
540671,Redbank Plains Alert,-27.6486,152.8642,QLD,rain gauge;,Brisbane River
540672,Collingwood Park Alert,-27.6206,152.8667,QLD,rain gauge;water level gauge;,Brisbane River
540673,Coombabah Alert,-27.9186,153.3442,QLD,rain gauge;water level gauge;,South Coast
540675,Schmidts Rd Alert,-27.7,153.1203,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540676,Burraburri Creek Al,-26.4092,151.1222,QLD,rain gauge;,Condamine-Culgoa Rivers
540677,Bidwell Alert,-25.6342,152.6806,QLD,rain gauge;water level gauge;,Mary River (Qld)
540678,Magnolia Alert,-25.7236,152.6661,QLD,rain gauge;water level gauge;,Mary River (Qld)
540679,Cherbourg Tm,-26.293,151.9755,QLD,rain gauge;water level gauge;,Burnett River
540680,Woodlands Road Alert,-27.6281,152.3299,QLD,rain gauge;water level gauge;,Brisbane River
540681,Upper Clumber Alert,-28.123,152.442,QLD,rain gauge;,Brisbane River
540686,Owanyilla Al,-25.6447,152.6242,QLD,rain gauge;water level gauge;,Mary River (Qld)
540687,Sexton Al,-25.9725,152.5069,QLD,rain gauge;water level gauge;,Mary River (Qld)
540688,Lower Quinzeh Alert,-27.7681,153.1211,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540689,Flagstone Ck (Jimboomba) Alert,-27.8042,152.9828,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540690,Kilmoylar Rd Alert,-27.84,152.9347,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540691,Tamborine Alert,-27.8647,153.1211,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540692,Waller Rd Alert,-27.67,153.0519,QLD,rain gauge;water level gauge;,Logan-Albert Rivers
540693,Pacific Pines Alert,-27.9528,153.3069,QLD,rain gauge;,South Coast
540694,Boondooma Rptr Alert,-26.0942,151.4417,QLD,rain gauge;,Burnett River
540695,Fulham Alert,-27.077,152.413,QLD,rain gauge;,Brisbane River
540697,Brigooda Alert,-26.2544,151.4089,QLD,rain gauge;,Burnett River
540699,Wonbah Forest Alert,-24.9781,151.6139,QLD,rain gauge;,Kolan River
540700,Spring Creek Road Alert,-28.2519,152.4717,QLD,rain gauge;,Condamine-Culgoa Rivers
540701,Clarendon Tm,-27.4201,152.5308,QLD,rain gauge;water level gauge;,Brisbane River
540704,South Stradbroke Tm,-27.8419,153.4241,QLD,rain gauge;,Stradbroke Island
540705,Thornville Tm,-27.0575,151.8711,QLD,rain gauge;,Brisbane River
540706,Tiaro Alert,-25.7244,152.5775,QLD,rain gauge;water level gauge;model point;,Mary River (Qld)
540707,White Swamp Alert,-28.266,152.537,QLD,rain gauge;,Logan-Albert Rivers
540709,Bellevue Bay Alert,-27.346,152.529,QLD,rain gauge;,Brisbane River
540711,Upper Sheepstation Ck Alert,-26.833,152.435,QLD,rain gauge;,Brisbane River
540712,Maroon Dam Inflow Alert,-28.2197,152.6078,QLD,rain gauge;water level gauge;reservoir;model point;,Logan-Albert Rivers
540713,Harpers Crossing Alert,-28.0278,152.6578,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540714,Kooralbyn Bridge Alert,-28.0925,152.8514,QLD,rain gauge;water level gauge;model point;,Logan-Albert Rivers
540715,Double Crossing Rd Alert,-28.0369,153.1417,QLD,rain gauge;water level gauge;,Logan-Albert Rivers
540716,Townson Alert,-27.8611,152.3836,QLD,rain gauge;,Brisbane River
540717,Main Camp Road Alert,-27.8336,152.3144,QLD,rain gauge;,Brisbane River
540718,Mt Berryman Road Alert,-27.7542,152.3367,QLD,rain gauge;,Brisbane River
540720,Whiteway Rd Alert,-27.5972,152.3456,QLD,rain gauge;water level gauge;,Brisbane River
540721,Narda Lagoon Alert,-27.6489,152.3908,QLD,rain gauge;water level gauge;,Brisbane River
540722,Mcgarrigal Rd Alert,-27.6969,152.3703,QLD,rain gauge;water level gauge;,Brisbane River
540723,Mulgowie Rd Alert,-27.7142,152.3675,QLD,rain gauge;water level gauge;,Brisbane River
540724,Warrill Creek Bore Tm,-27.9781,152.4983,QLD,rain gauge;,Brisbane River
540726,Upper Quinzeh Alert,-27.8013,153.126,QLD,rain gauge;water level gauge;,Logan-Albert Rivers
540727,South Ripley (James Ivory Br) Al,-27.6928,152.805,QLD,rain gauge;water level gauge;,Brisbane River
540728,Bellbird Park (Eugene St) Al,-27.6333,152.9059,QLD,rain gauge;water level gauge;,Brisbane River
540729,North Tamborine Alert,-27.94,153.1917,QLD,rain gauge;,Logan-Albert Rivers
540732,Reedy Creek Alert,-27.151,152.653,QLD,rain gauge;,Brisbane River
540733,Mt Stradbroke Alert,-27.52,152.585,QLD,rain gauge;,Brisbane River
540734,Diamond Valley Al,-26.7551,152.9306,QLD,rain gauge;,Maroochy River
540735,Banksia Beach Al,-27.0331,153.1486,QLD,rain gauge;,Maroochy River
540736,Caboolture (Machinery Pde) Al,-27.073,152.947,QLD,rain gauge;water level gauge;,Pine River
540739,Samford Valley Al,-27.367,152.876,QLD,rain gauge;water level gauge;,Pine River
540750,Cressbrook Dam Tm,-27.2633,152.2089,QLD,rain gauge;water level gauge;reservoir;,Brisbane River
540754,Kents Lagoon Tm,-27.878,152.633,QLD,rain gauge;water level gauge;,Brisbane River
540755,Lake Macdonald Dam Hw Tm,-26.381,152.93,QLD,rain gauge;water level gauge;reservoir;,Mary River (Qld)
540764,Koala Court Alert,-26.8004,153.0774,QLD,rain gauge;water level gauge;,Maroochy River
540765,Upper Lamerough Alert,-26.7943,153.0612,QLD,rain gauge;,Maroochy River
540766,Glenwood (Mary River) Alert,-25.9358,152.6161,QLD,rain gauge;,Mary River (Qld)
540767,Boompa Road Alert,-25.6358,152.1811,QLD,rain gauge;,Mary River (Qld)
540769,Cooyar Ck Cooyar-Kooralgin Rd Tm,-26.969,151.856,QLD,rain gauge;water level gauge;,Brisbane River
540771,Burpengary Ck (Morayfield Rd) Tm,-27.1523,152.977,QLD,rain gauge;water level gauge;,Pine River
540774,Kin Kin Creek (Wahpunga Lane) Alert,-26.2375,152.9075,QLD,rain gauge;water level gauge;,Noosa River
540775,Pomona (Hill St) Alert,-26.3664,152.8583,QLD,rain gauge;water level gauge;,Mary River (Qld)
541150,Wellcamp Airport,-27.5517,151.7845,QLD,rain gauge;,Condamine-Culgoa Rivers
540778,Cooroy (Elm St) Alert,-26.3997,152.9022,QLD,rain gauge;water level gauge;,Mary River (Qld)
540779,Cooroy (Garnet St) Alert,-26.4181,152.9061,QLD,rain gauge;water level gauge;,Mary River (Qld)
540780,Upper Bells Ck North Alert,-26.806,153.041,QLD,rain gauge;,Maroochy River
540781,Bells Ck North Alert,-26.815,153.08,QLD,rain gauge;water level gauge;,Maroochy River
540782,Bells Ck South Alert,-26.832,153.073,QLD,rain gauge;water level gauge;,Maroochy River
540783,Upper Bells Ck South Alert,-26.845,153.036,QLD,rain gauge;,Maroochy River
540785,Rosalie (Baroona Rd) Alert,-27.4654,152.9905,QLD,rain gauge;reservoir;,Brisbane River
540786,Rochedale (Landfill) Alert,-27.5582,153.121,QLD,rain gauge;reservoir;,Brisbane River
540787,Park Ridge (Stoney Camp Rd) Alert,-27.7254,153.0295,QLD,rain gauge;,Logan-Albert Rivers
540789,Thornton (School Road) Alert,-27.7983,152.3728,QLD,rain gauge;water level gauge;,Brisbane River
540790,Cedar Creek (Plunkett Rd) Alert,-27.8324,153.1738,QLD,rain gauge;water level gauge;,Logan-Albert Rivers
540791,Chandler (Bacton Rd) Alert,-27.51,153.154,QLD,rain gauge;,Logan-Albert Rivers
540792,Walls Camp (Pacific Haven) Alert,-25.24,152.5613,QLD,rain gauge;water level gauge;,Burrum River
540793,Wamuran (Eureka Ct) Tm,-27.0592,152.88,QLD,rain gauge;water level gauge;,Pine River
540794,Eatons Hill Tm,-27.3486,152.9531,QLD,rain gauge;water level gauge;,Pine River
540795,Limestone Park Detention Basin Alert,-27.6211,152.7657,QLD,rain gauge;water level gauge;,Brisbane River
540796,Darlington School Alert,-28.2059,153.0408,QLD,rain gauge;water level gauge;,Logan-Albert Rivers
540797,Innisplain Alert,-28.1704,152.9029,QLD,rain gauge;water level gauge;,Logan-Albert Rivers
540800,Murarrie (Rosewood Pl) Alert,-27.4653,153.0943,QLD,rain gauge;,Brisbane River
540801,Forest Lake (Rachele Cl) Alert,-27.6315,152.9536,QLD,rain gauge;,Brisbane River
540802,Brighton (Queens Pde) Alert,-27.2989,153.0558,QLD,rain gauge;,Pine River
540803,Eagle Farm (Bcc Asphalt Plant) Alert,-27.4394,153.0836,QLD,rain gauge;,Brisbane River
540806,Meadow Flat Road Bridge Al,-27.736,152.467,QLD,rain gauge;water level gauge;,Brisbane River
540807,Riverview (Conway St) Al,-27.607,152.847,QLD,rain gauge;water level gauge;,Brisbane River
540808,Flinders View (Ash St) Al,-27.655,152.759,QLD,rain gauge;water level gauge;,Brisbane River
540810,Morrison Rd Tm,-27.3361,152.8213,QLD,rain gauge;,Pine River
541031,Cooby Creek Dam Alert,-27.3825,151.9244,QLD,rain gauge;,Condamine-Culgoa Rivers
541033,Coolmunda Dam Hw Tm,-28.4333,151.2167,QLD,rain gauge;water level gauge;reservoir;model point;,Border Rivers
541037,Leslie Dam Tw Tm,-28.2167,151.9167,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541038,Talgai Weir Tw Tm,-28.0,151.75,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541041,Dalby Alert,-27.1833,151.2661,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541042,Moffatt Alert,-27.0969,151.3978,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541043,Clydesdale Alert,-27.1939,151.4864,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541044,Cooringa Alert,-27.0908,151.5961,QLD,rain gauge;,Condamine-Culgoa Rivers
541045,Mt Brigalow Alert,-27.2022,151.7861,QLD,rain gauge;,Condamine-Culgoa Rivers
541046,Mt Mowbullan Alert,-26.8883,151.6006,QLD,rain gauge;,Condamine-Culgoa Rivers
541048,Victoria Hill Alert,-27.9831,151.7706,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541050,Millbrook Alert,-27.9411,151.7222,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541052,Glenlyon Dam Tw Tm,-28.9833,151.4667,QLD,rain gauge;water level gauge;model point;,Border Rivers
541053,Farnbro Tm,-28.9167,151.5833,QLD,rain gauge;water level gauge;model point;,Border Rivers
541057,Mt Pechey Alert,-27.3167,152.0817,QLD,rain gauge;,Brisbane River
541058,Oakey Tm,-27.4711,151.7406,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541061,Cherrabah Alert,-28.4389,152.0947,QLD,rain gauge;,Condamine-Culgoa Rivers
541062,Mosely'S Alert,-28.1639,152.2986,QLD,rain gauge;,Condamine-Culgoa Rivers
541063,Dalveen Alert,-28.5,151.9706,QLD,rain gauge;,Condamine-Culgoa Rivers
541064,Carrs Lookout Alert,-28.2944,152.4156,QLD,rain gauge;,Condamine-Culgoa Rivers
541065,Oaky Creek Tm,-28.8067,151.1553,QLD,rain gauge;water level gauge;model point;,Border Rivers
541068,Mt Pechey Alert-B,-27.3167,152.0817,QLD,rain gauge;,Brisbane River
541072,Oonavale Tm,-28.5139,150.0253,QLD,rain gauge;water level gauge;model point;,Border Rivers
541077,Cambooya Tm,-27.705,151.86,QLD,rain gauge;,Condamine-Culgoa Rivers
541078,Texas Bore Tm,-28.9167,151.2511,QLD,rain gauge;,Border Rivers
541079,Amiens Knob Alert,-28.6061,151.8175,QLD,rain gauge;,Border Rivers
541080,Warahgai Alert,-28.2269,151.4892,QLD,rain gauge;,Condamine-Culgoa Rivers
541081,Storm King Dam H/W Alert,-28.7081,151.9919,QLD,rain gauge;water level gauge;reservoir;model point;,Border Rivers
541082,Mountain Station Creek Alert,-28.7178,151.9847,QLD,rain gauge;water level gauge;model point;,Border Rivers
541083,Storm King Dam Inflow Alert,-28.7344,151.9897,QLD,rain gauge;water level gauge;reservoir;model point;,Border Rivers
541084,Kettle Swamp Creek Al,-28.6608,151.9494,QLD,rain gauge;water level gauge;model point;,Border Rivers
541085,Dalcouth  Alert,-28.6794,151.9831,QLD,rain gauge;water level gauge;model point;,Border Rivers
541086,Granite Street Alert,-28.6633,151.9367,QLD,rain gauge;water level gauge;model point;,Border Rivers
541087,Stanthorpe Alert,-28.6544,151.9189,QLD,rain gauge;water level gauge;model point;,Border Rivers
541088,Broadwater Creek Alert,-28.5986,151.8883,QLD,rain gauge;water level gauge;model point;,Border Rivers
541090,Accommodation Creek Alert,-28.8081,151.8364,QLD,rain gauge;water level gauge;model point;,Border Rivers
541091,Ballandean Hill Alert,-28.7978,151.8303,QLD,rain gauge;,Border Rivers
541092,Bony Mountain Alert,-28.1014,151.8767,QLD,rain gauge;,Condamine-Culgoa Rivers
541099,Jimbour West Tm,-26.8958,151.0869,QLD,rain gauge;,Condamine-Culgoa Rivers
541100,Highland Plains Tm,-27.2681,151.77,QLD,rain gauge;,Condamine-Culgoa Rivers
541101,Goomburra Alert,-28.0389,152.1081,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541102,Talgai Tm,-28.0008,151.7642,QLD,rain gauge;,Condamine-Culgoa Rivers
541103,Campbells Gully Alert,-28.1781,152.0594,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541104,Torridon Alert,-28.0522,151.59,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541105,Upper Dalrymple Ck Alert,-27.9839,152.2909,QLD,rain gauge;,Condamine-Culgoa Rivers
541106,West Haldon Alert,-27.7781,152.0803,QLD,rain gauge;,Brisbane River
541110,Artunga Alert,-28.4014,151.2925,QLD,rain gauge;water level gauge;,Border Rivers
541113,Upper Bracker Ck Alert,-28.7847,151.4122,QLD,rain gauge;,Border Rivers
541114,Canning Creek Alert,-28.1711,151.1361,QLD,rain gauge;,Border Rivers
541115,Nyora Alert,-28.1694,151.3928,QLD,rain gauge;,Border Rivers
541116,Mt Burrabaranga Alert,-28.3614,151.6717,QLD,rain gauge;,Border Rivers
541117,Sengs Road Al,-26.7186,151.2056,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541118,Jandowae Al,-26.7794,151.1086,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541119,Cooranga Al,-26.77,151.4064,QLD,rain gauge;,Condamine-Culgoa Rivers
541120,Niagara Al,-26.6967,151.3933,QLD,rain gauge;,Condamine-Culgoa Rivers
541121,Diamondy Al,-26.6333,151.2703,QLD,rain gauge;,Condamine-Culgoa Rivers
541122,Jandowae-Macalister Road Al,-26.8919,151.0853,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541123,Chinchilla Al,-26.7369,150.6228,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541124,Burncluith Bridge Al,-26.6717,150.7206,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541125,Seven Oaks Al,-26.7042,150.7631,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541126,Beruna Al,-26.6433,150.8542,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541127,Braziers Hill Al,-26.7261,151.1328,QLD,rain gauge;,Condamine-Culgoa Rivers
541134,Durikai Alert,-28.2767,151.6022,QLD,rain gauge;,Condamine-Culgoa Rivers
541135,Cons Plains Alert,-28.2297,152.4164,QLD,rain gauge;,Condamine-Culgoa Rivers
541136,Gambubal Rd Alert,-28.2758,152.3447,QLD,rain gauge;,Condamine-Culgoa Rivers
541137,Harrisons Road Alert,-28.2583,152.0925,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541139,Queen Mary Falls Alert,-28.3342,152.3933,QLD,rain gauge;,Condamine-Culgoa Rivers
541140,Spicers Peak Alert,-28.1133,152.3722,QLD,rain gauge;,Condamine-Culgoa Rivers
541141,Oakey (Oakey-Cooyar Rd) Tm,-27.3969,151.7188,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541142,Karara Alert,-28.1342,151.5697,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541143,Strathyre Rd Alert,-28.1239,151.4742,QLD,rain gauge;,Condamine-Culgoa Rivers
541144,The Head Alert,-28.2833,152.4175,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541145,Oakey (Pechey-Maclagan Rd) Tm,-27.289,151.8051,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541146,Oakey (Weir Park) Tm,-27.4297,151.7185,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541147,Oakey (Kingsthorpe Haden Rd) Tm,-27.401,151.8326,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541148,Oakey (Boodua Muniganeen Rd) Tm,-27.3734,151.8594,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541149,Mt Bowman Tm,-29.0772,151.4808,QLD,rain gauge;,Border Rivers
541152,Rangemore Alert,-26.98,151.682,QLD,rain gauge;,Brisbane River
541153,Kulpi Alert,-27.1897,151.6994,QLD,rain gauge;,Condamine-Culgoa Rivers
541154,Warra Alert,-26.9283,150.9181,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541155,Loudoun Bridge Alert,-27.225,151.1856,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541156,Brigalow Bridge Alert,-26.9044,150.7831,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
541160,Dalmeny Tm,-27.4397,151.6583,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541163,Upper Rosenthal Alert,-28.4025,152.0386,QLD,rain gauge;,Condamine-Culgoa Rivers
541164,Upper Emu Ck Alert,-28.1608,152.3839,QLD,rain gauge;,Condamine-Culgoa Rivers
541165,Upper Quart Pot Ck Alert,-28.7768,152.0161,QLD,rain gauge;,Border Rivers
541166,Goombungee Pechey-Maclagan Rd Tm,-27.307,151.877,QLD,rain gauge;,Condamine-Culgoa Rivers
541167,Quinalow Peranga Rd Tm,-27.106,151.624,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
541168,Pilton Kings Crk Gatton-Clifton Rd Tm,-27.859,152.056,QLD,rain gauge;,Condamine-Culgoa Rivers
541169,Jondaryan Lagoon Crk (Jondaryan Park) Tm,-27.369,151.591,QLD,rain gauge;,Condamine-Culgoa Rivers
541171,Hodgson Crk Hodgsonvale Rd At Carroll Rd Tm,-27.666,151.949,QLD,rain gauge;,Condamine-Culgoa Rivers
541172,Highfields Tm,-27.443,151.964,QLD,rain gauge;,Condamine-Culgoa Rivers
541173,Millmerran Commens St Tm,-27.878,151.264,QLD,rain gauge;,Condamine-Culgoa Rivers
541174,Athol Westbrook Crk Newton Rd Tm,-27.613,151.793,QLD,rain gauge;,Condamine-Culgoa Rivers
541187,St Ruth Tm,-27.3856,151.2694,QLD,rain gauge;,Condamine-Culgoa Rivers
541188,Jeffries Rd Tm,-27.4684,151.3974,QLD,rain gauge;,Condamine-Culgoa Rivers
541189,Glen Niven Dam Hw Tm,-28.5933,151.9708,QLD,rain gauge;water level gauge;,Border Rivers
541190,Scottsdale Alert,-28.432,151.8756,QLD,rain gauge;,Condamine-Culgoa Rivers
541194,Jinghi Jinghi Alert,-26.6941,151.077,QLD,rain gauge;,Condamine-Culgoa Rivers
541195,Kingsthorpe (East St) Tm,-27.4792,151.8179,QLD,rain gauge;,Condamine-Culgoa Rivers
542004,Gunn Bridge (Dnrm) Tm,-28.1575,150.1008,QLD,rain gauge;water level gauge;model point;,Border Rivers
542005,Jericho Tm,-28.6456,149.3514,QLD,rain gauge;water level gauge;model point;,Border Rivers
542006,Flinton Tm,-27.8944,149.5267,QLD,rain gauge;water level gauge;model point;,Moonie River
542007,Mascot Tm,-28.8239,149.1083,QLD,rain gauge;water level gauge;model point;,Border Rivers
542008,Bedarra Tm,-26.8417,150.3442,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
542010,Durah Homestead Al,-26.2839,150.9664,QLD,rain gauge;,Condamine-Culgoa Rivers
542011,Upper Durah Creek Al,-26.1708,150.9122,QLD,rain gauge;,Condamine-Culgoa Rivers
542012,Canaan Creek Al,-26.3956,150.6767,QLD,rain gauge;,Condamine-Culgoa Rivers
542013,Upper Stockyard Creek Al,-26.2514,150.7272,QLD,rain gauge;,Condamine-Culgoa Rivers
542014,Turkey Mountain Al,-26.3456,150.87,QLD,rain gauge;,Condamine-Culgoa Rivers
542015,Arthurs Lookout Alert,-25.7694,150.7697,QLD,rain gauge;,Burnett River
542016,Myall Park Road Alert,-26.5667,150.2353,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
542017,Pinelands Alert,-26.4342,150.0756,QLD,rain gauge;,Condamine-Culgoa Rivers
542018,Upper Dogwood Creek Alert,-26.2033,150.2567,QLD,rain gauge;,Condamine-Culgoa Rivers
542019,Condamine Alert,-26.9267,150.1314,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
542020,Bedarra Alert,-26.8417,150.3442,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
542021,Stillers Road Alert,-26.3642,150.2161,QLD,rain gauge;,Condamine-Culgoa Rivers
542022,Barakula Forest Station Alert,-26.4272,150.5044,QLD,rain gauge;,Condamine-Culgoa Rivers
542024,Glenaubyn Alert,-26.5083,149.9483,QLD,rain gauge;,Condamine-Culgoa Rivers
542025,Boortkoi Alert,-26.5264,150.3953,QLD,rain gauge;,Condamine-Culgoa Rivers
542026,Clovelly Alert,-26.4764,150.0764,QLD,rain gauge;,Condamine-Culgoa Rivers
542027,Bottle Tree Alert,-26.8,150.4322,QLD,rain gauge;,Condamine-Culgoa Rivers
542035,Mt Driven Tm,-27.9811,149.0973,QLD,rain gauge;water level gauge;,Moonie River
543007,Forest Vale Tm,-25.9333,147.8667,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
543008,Yuleba Forestry Tm,-26.85,149.4667,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
543009,Doboy Tm,-25.6772,148.5272,QLD,rain gauge;,Fitzroy River (Qld)
543010,Roma Tm,-26.5711,148.795,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
543011,Homebush Station Tm,-26.393,147.9415,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
543012,Hunterton Tm,-26.2505,148.5014,QLD,rain gauge;,Condamine-Culgoa Rivers
543013,Kingull Tm,-26.4094,148.6549,QLD,rain gauge;,Condamine-Culgoa Rivers
543014,Holmleigh Tm,-26.2999,147.9809,QLD,rain gauge;,Condamine-Culgoa Rivers
543015,Upper Amby Ck Tm,-26.4074,148.2638,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
543017,Springrock Tm,-25.794,148.7746,QLD,rain gauge;,Fitzroy River (Qld)
543019,Wagoo Rd Tm,-27.8036,148.5517,QLD,rain gauge;,Condamine-Culgoa Rivers
543024,Begonia Tm,-27.4937,148.3356,QLD,rain gauge;water level gauge;,Condamine-Culgoa Rivers
544011,Augathella Tm,-25.7944,146.5847,QLD,rain gauge;water level gauge;model point;,Warrego River
544012,Narran River Tm,-28.8417,148.0514,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
544014,Wyandra Tm,-27.25,145.9667,QLD,rain gauge;water level gauge;model point;,Warrego River
544016,Hebel Tm,-28.97,147.795,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
544017,Hastings Tm,-28.4333,148.2667,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
544022,Cardiff Tm,-27.8311,147.5164,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
544025,Roseleigh Crossing Tm,-28.9225,146.8778,QLD,rain gauge;water level gauge;model point;,Condamine-Culgoa Rivers
544026,Joylands Alert,-26.3933,146.5739,QLD,rain gauge;,Warrego River
544027,Lower Bradleys Alert,-26.3736,146.3397,QLD,rain gauge;water level gauge;,Warrego River
544028,Raceview Alert,-26.4083,146.4042,QLD,rain gauge;water level gauge;model point;,Warrego River
544029,South Lesdale Alert,-26.4153,146.5158,QLD,rain gauge;,Warrego River
544030,Spring Hill Alert,-26.4669,146.4153,QLD,rain gauge;,Warrego River
544031,Arabella Alert,-26.4336,146.4586,QLD,rain gauge;,Warrego River
544032,Middle Creek Alert,-26.3242,146.4383,QLD,rain gauge;,Warrego River
544033,Lesdale Alert,-26.3731,146.5244,QLD,rain gauge;,Warrego River
544034,Raceview Towers Alert,-26.3983,146.3597,QLD,rain gauge;,Warrego River
544035,Tyrconnel Tm,-26.299,147.5501,QLD,rain gauge;,Condamine-Culgoa Rivers
544036,Eversfield Tm,-26.6569,147.4481,QLD,rain gauge;,Condamine-Culgoa Rivers
544037,Mt Lindsay Alert,-25.325,146.8569,QLD,rain gauge;,Warrego River
544038,Bogarella Crossing Alert,-25.3381,147.1006,QLD,rain gauge;water level gauge;,Warrego River
544039,Cooks Tank Alert,-25.4964,146.3072,QLD,rain gauge;,Warrego River
544040,Willara Alert,-25.5414,146.9117,QLD,rain gauge;,Warrego River
544041,Old Tambo Rd Alert,-25.6053,146.5025,QLD,rain gauge;water level gauge;,Warrego River
544042,Caroline Crossing Alert,-25.6147,146.7489,QLD,rain gauge;water level gauge;,Warrego River
544043,Hoganthulla Xing Alert,-25.6294,147.0903,QLD,rain gauge;water level gauge;,Warrego River
544044,Oakwood Alert,-25.6656,146.1228,QLD,rain gauge;water level gauge;,Warrego River
544045,Rocky Ck Alert,-25.7192,147.0403,QLD,rain gauge;,Warrego River
544048,Augathella Rptr Alert,-25.8044,146.5894,QLD,rain gauge;,Warrego River
544049,Ward  R Crossing Alert,-25.9497,146.1136,QLD,rain gauge;water level gauge;,Warrego River
544050,Uabba Rd Alert,-25.975,147.0994,QLD,rain gauge;,Warrego River
544051,Oak Park Alert,-26.0644,146.1222,QLD,rain gauge;,Warrego River
544052,Dunvegan Alert,-26.1367,146.6942,QLD,rain gauge;,Warrego River
544053,Calowrie Alert,-26.1697,146.1981,QLD,rain gauge;,Warrego River
544054,Moyallen Alert,-26.2125,147.0797,QLD,rain gauge;,Warrego River
544055,Wellwater Rd Alert,-26.325,146.32,QLD,rain gauge;water level gauge;,Warrego River
544056,Adavale Road Alert,-26.3264,146.0978,QLD,rain gauge;water level gauge;,Warrego River
544058,Warilda Alert,-26.1267,145.6694,QLD,rain gauge;water level gauge;,Warrego River
544059,Cooladdi Alert,-26.6333,145.4636,QLD,rain gauge;water level gauge;,Paroo River
