STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
231233,BLACKWOOD BASIN 1 @ BLACKWOOD,BLACKWOOD B1,NULL,NULL,NULL,55,260313.389,5850936.688,MGA94,-37.457395000,144.290113000,GDA94,9,.000,9,N,N,1,2020-06-01,NULL,231
231234,PARWAN CREEK @ PARWAN,PARWAN CK @ PARWAN,.000,ARB,159.00000,55,272182.000,5821729.000,UTM,-37.723261090,144.415099200,WGS84,9,.000,1,N,Y,1,1994-03-21,NULL,231
231236,LONG GULLY CREEK @ BLACKWOOD,LONG GULLY BLACKWOOD,NULL,NULL,NULL,55,261304.068,5851132.331,ANG,-37.455760000,144.301380000,WGS84,1,.000,1,y,N,1,2002-12-18,NULL,231
231260,Outfall Spring @ Melton Treatment Plant (Surbiton Park),Outfall Spring @ MTP,NULL,NULL,NULL,55,287005.031,5818411.168,,-37.756706000,144.582172000,NULL,NULL,.000,NULL,N,N,1,2021-04-08,NULL,231
231262,Werribee River @ D/S Melton Treatment Plant,Werribee R D/S MTP,NULL,NULL,NULL,55,287744.561,5814920.070,NULL,-37.788316000,144.589539000,NULL,NULL,.000,NULL,N,N,1,2021-04-08,NULL,231
231731,Djerriwarrh Outlet Channel @ Djerriwarrh Reservoir,Djerriwarrh O/Let,NULL,NULL,NULL,55,281378.501,5835235.422,NULL,-37.603878000,144.523401000,NULL,NULL,.000,NULL,N,N,1,2021-11-16,NULL,231
232200,LITTLE RIVER @ LITTLE RIVER,LITTLE @ LITTLE,24.475,AHD,417.00000,55,279102.000,5796193.000,UTM,-37.954893550,144.485747800,WGS84,9,.000,1,Y,Y,1,1887-05-16,NULL,232
232201,MOORABOOL RIVER EAST BRANCH @ BOLWARRAH WEIR,MOORABOOL R E BRANCH,.000,GAU,.00000,55,250620.000,5839216.000,UTM,-37.560219830,144.176679700,WGS84,9,.000,1,Y,N,1,1908-08-11,NULL,232
232202,MOORABOOL RIVER @ BATESFORD,MOORABOOL @ BATESFOR,17.110,AHD,1088.00000,55,261303.000,5780762.000,UTM,-38.089311520,144.278224920,WGS84,9,29.000,9,Y,Y,1,1908-01-01,NULL,232
232204,MOORABOOL RIVER @ MORRISONS,MOORABOOL @ MORRISON,297.501,AHD,575.00000,55,245135.000,5816426.000,UTM,-37.763872360,144.106695400,WGS84,9,.000,1,Y,Y,1,1906-05-20,NULL,232
232209,MOORABOOL RIVER @ SHEOAKS,MOORABOOL R SHEOAKS,.000,NULL,.00000,55,247126.000,5801699.000,UTM,-37.896993960,144.124126400,WGS84,9,.000,0,Y,N,1,1967-01-09,NULL,232
232210,MOORABOOL RIVER WEST BRANCH @ LAL LAL,MOORABOOL @ LAL LAL,.000,ARB,83.00000,55,239028.000,5829646.000,UTM,-37.643153790,144.042187500,WGS84,9,488.000,9,Y,Y,1,1967-03-22,NULL,232
232211,MOORABOOL RIVER WEST BRANCH @ MOUNT DORAN,MOORABOOL @ DORAN,.000,ARB,292.00000,55,243845.000,5822217.000,UTM,-37.711383520,144.094108300,WGS84,9,.000,1,Y,N,1,1970-06-26,NULL,232
232213,LAL LAL CREEK @ U/S OF BUNGAL DAM,LAL LAL @ BUNGAL DAM,NULL,NULL,NULL,55,238334.400,5828343.500,MGA94,-37.654680560,144.033869400,GDA94,9,470.000,9,y,N,1,1977-06-06,NULL,232
232214,BLACK CREEK @ U/S OF BUNGAL DAM,BLACK @ BUNGAL DAM,NULL,NULL,NULL,55,240761.878,5831181.811,AMG66,-37.629820000,144.062360000,WGS84,1,.000,1,N,N,1,1977-06-06,NULL,232
232215,WOOLLEN CREEK @ U/S OF BUNGAL DAM,WOOLLEN @ BUNGAL DAM,NULL,NULL,NULL,55,242400.000,5830800.000,AMG66,-37.633717500,144.080766200,AGD66,1,.000,1,N,N,1,1977-06-06,NULL,232
232217,MOORABOOL R WEST BRANCH @ MOORABOOL RESERVOIR HG,MOORABOOL WB RES HG,NULL,NULL,NULL,55,242346.900,5843944.300,MGA94,-37.515510060,144.084769600,GDA94,9,.000,1,N,N,1,2009-07-15,NULL,232
232219,LAL LAL CREEK @ BEALES RESERVOIR,LAL LAL C BEALES RES,NULL,NULL,NULL,55,237294.000,5840891.000,ANG,-37.541439870,144.026592300,GDA94,1,595.000,1,N,N,1,2007-12-20,NULL,232
232220,LAL LAL CREEK @ WILSON RESERVOIR H.G.,LAL LAL C WILSON RES,NULL,NULL,NULL,55,236428.000,5843881.000,ANG,-37.514278710,144.017875300,GDA94,1,618.000,1,N,N,1,2007-12-18,NULL,232
232221,MOORABOOL RIVER EAST BRANCH @ BOSTOC RESERVOIR,BOSTOCK RES. H.G.,.000,NULL,.00000,55,251646.000,5834163.000,UTM,-37.605987180,144.186569800,WGS84,9,.000,1,Y,N,1,2001-05-30,NULL,232
232222,WEST MOORABOOL RIVER @ LAL LAL RES. H.G.,LAL LAL RES. H.G.,NULL,NULL,NULL,55,241982.000,5826002.000,UTM,-37.676790040,144.074339300,WGS84,9,.000,1,N,N,1,2007-12-07,NULL,232
232223,FRAWLEY CREEK @ U/S WILSON RESERVOIR,FRAWLEY CK WILSON RS,NULL,NULL,NULL,55,235899.488,5844902.808,AMG66,-37.504930000,144.012270000,WGS84,1,.000,1,N,N,1,1995-06-20,NULL,232
232224,SLATER CREEK @ U/S WILSON RESERVOIR,SLATER CK WILSON RES,.000,ARB,.00000,55,236987.406,5844840.656,NULL,-37.505800000,144.024540000,WGS84,1,.000,1,Y,N,1,1995-06-22,NULL,232
232225,MAHARS CREEK @ U/S WILSON RESERVOIR,MAHARS CK @ U/S WILS,.000,ARB,.00000,55,236563.539,5845201.617,NULL,-37.502430000,144.019880000,WGS84,1,.000,1,y,N,1,1995-09-28,NULL,232
232227,MOORABOOL RIVER @ SHEOAKS DIVERSION WEIR,MOORABOOL R SHEOAKS,.000,GAU,.00000,55,247482.000,5801917.000,UTM,-37.895130410,144.128246800,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232228,STONEY CREEK @ UPPER STONEY RESERVOIR SPILLWAY,UPPER STONEY RES,.000,AHD,.00000,55,254341.000,5810501.000,UTM,-37.819730820,144.209081600,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232230,EAST MOORABOOL RIVER @ KORWEINGUBOORA RES H.G.,KORWEINGUBOORA RES.,.000,NULL,.00000,55,248130.000,5844919.000,UTM,-37.508201880,144.150477100,WGS84,9,.000,0,Y,N,1,1983-01-01,NULL,232
232231,EAST MOORABOOL RIVER @ KORWEINGUBOORA RES P.D.R.,KORWEINGUBOORA PDR,.000,NULL,.00000,55,248292.000,5844868.000,UTM,-37.508705190,144.152290300,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232232,EAST MOORABOOL RIVER @ BOSTOCK RES (COMPENSATION WEIR),BOSTOCK RES COMPWEIR,.000,GAU,.00000,55,251802.000,5834033.000,UTM,-37.607199620,144.188291000,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232233,PADDOCK CREEK U/S BOSTOCK RES,PADDOCK C U/S BOSTOC,.000,NULL,.00000,55,249486.000,5835467.000,UTM,-37.593662380,144.162574300,WGS84,9,.000,1,Y,N,1,2000-08-04,NULL,232
232234,EAST MOORABOOL R U/S BOSTOCK RES,E MOORABOOL R BOSTOC,.000,NULL,.00000,55,250574.000,5835489.000,UTM,-37.593759840,144.174891200,WGS84,9,.000,1,Y,N,1,2000-08-04,NULL,232
232235,DEVIL CREEK U/S MOORABOOL RESERVOIR,DEVIL CK U/S M'BOOL,NULL,NULL,NULL,55,241056.221,5844911.768,AMG66,-37.506310000,144.070540000,WGS84,1,.000,1,N,N,1,2001-05-09,NULL,232
232236,WEST MOORABOOL RIVER U/S MOORABOOL RESERVOIR,WEST MOORABOOL R,NULL,NULL,NULL,55,241400.000,5846000.000,AMG66,-37.496610250,144.074807100,AGD66,1,.000,1,N,N,1,2001-05-09,NULL,232
232237,BOLWARRA RES. H.G.,BOLWARRA RES HG,.000,GAU,.00000,55,250636.000,5839391.000,UTM,-37.558648710,144.176920200,WGS84,9,.000,0,Y,N,1,2002-05-23,NULL,232
232238,STONEY CREEK @ UPPER STONEY CK RES NO 2 H.G.,U.STONEY CK RES HG 2,.000,AHD,.00000,55,253186.000,5810138.000,UTM,-37.822687130,144.195850400,WGS84,9,.000,0,Y,N,1,2003-11-19,NULL,232
232239,STONEY CREEK @ UPPER STONEY CK RES NO 3 H.G.,U.STONEY CK RES HG 3,.000,AHD,.00000,55,253352.000,5810042.000,UTM,-37.823596220,144.197701600,WGS84,9,.000,0,Y,N,1,2003-11-19,NULL,232
232242,MOORABOOL R @ COOPERS CROSSING MEREDITH,MOORABOOL R MEREDITH,NULL,NULL,NULL,55,247681.123,5805612.469,ANG,-37.861920000,144.131800000,WGS84,1,.000,1,N,N,1,2007-02-02,NULL,232
232243,WHISKY CREEK @ WHISKY CREEK DIVERSION WEIR,WHISKY CK DIV. WEIR,NULL,NULL,NULL,55,241549.300,5841454.500,UTM,-37.537569910,144.074895800,GDA94,NULL,604.000,NULL,N,N,1,2011-11-22,NULL,232
232704,NO 2 INFLOW CHANNEL @ UPPER STONEY CREEK RES,NO 2 I/FLOW CH STONY,.000,GAU,.00000,55,252678.000,5811074.000,UTM,-37.814123490,144.190404800,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232705,BOSTOCK CHANNEL @ EGERTON ROAD,BOSTOCK CH EGERTON R,.000,NULL,.00000,55,250751.000,5831280.000,UTM,-37.631699260,144.175459800,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232706,KORWEINGUBOORA OUTLET CHANNEL @ KORWEINGUBOORA RES,KORWEINGUBOORA O/LET,.000,GAU,.00000,55,248208.000,5844901.000,UTM,-37.508385200,144.151352300,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,232
232708,BALLAN CHANNEL D/S BOSTOCK CHANNEL JUNCTION,BALLAN CH D/S BOSTOC,.000,NULL,.00000,55,253490.000,5826734.000,UTM,-37.673364080,144.204929900,WGS84,9,.000,0,Y,N,1,2001-06-08,NULL,232
232709,BALLAN CHANNAL @ 26.1 KM GAUGE,BALLAN CH @ 26.1KM,.000,NULL,.00000,55,251498.000,5818828.000,UTM,-37.743999650,144.179670300,WGS84,9,.000,1,Y,N,1,2000-08-04,NULL,232
232710,BALLAN CHANNEL @ 35.3 KM GAUGE,BALLAN CH @ 35.3 KM,.000,NULL,.00000,55,253257.000,5814489.000,UTM,-37.783537040,144.198137400,WGS84,9,.000,0,Y,N,1,2000-08-04,NULL,232
232712,WILSON CHANNEL UPSTREAM BEALE'S RESERVOIR,WILSON CH U/S BEALES,NULL,NULL,NULL,55,236415.900,5841837.400,UTM,-37.532670420,144.017005600,GDA94,NULL,.000,NULL,N,N,1,2010-05-18,NULL,232
232713,BEALE CHANNEL @ BULLY PARK,BEALE CH BULLY PARK,NULL,NULL,NULL,55,237319.600,5840231.800,UTM,-37.547380890,144.026645800,GDA94,NULL,.000,NULL,N,N,1,2010-05-11,NULL,232
232714,MOORABOOL CHANNEL @ BULLY PARK,MOORABOOL C BULLY PK,NULL,NULL,NULL,55,237278.700,5840100.600,UTM,-37.548550210,144.026136500,GDA94,NULL,.000,NULL,N,N,1,2010-05-11,NULL,232
232715,MOORABOOL CHANNEL @ BUNGAREE,MOORABOOL C BUNGAREE,NULL,NULL,NULL,54,763944.700,5839851.800,UTM,-37.550440270,143.987784000,GDA94,NULL,.000,NULL,N,N,1,2010-05-26,NULL,232
232800,RAINGAUGE (STONY CK) @ UPPER STONEY CK RESERVOIR,R.G.STONY CK RES.,.000,NULL,.00000,55,254237.000,5810132.000,UTM,-37.823024720,144.207776100,WGS84,9,.000,0,Y,N,1,2000-05-29,NULL,232
232805,RAINGAUGE AT BLACKHILL,RG BLACKHILL,NULL,NULL,NULL,55,241881.600,5836718.000,MGA94,-37.580430000,144.076970000,GDA94,1,580.000,1,N,N,1,2006-08-31,NULL,232
232806,RAINGAUGE AT YENDON,R.G. AT YENDON,NULL,NULL,NULL,54,758784.900,5830492.800,MGA94,-37.636280000,143.932770000,GDA94,1,510.000,1,N,N,1,2007-06-18,NULL,232
232807,WEATHER STATION AT MOORABOOL RESERVOIR,WS AT MOORABOOL RES,NULL,NULL,NULL,55,242310.400,5843924.300,MGA94,-37.515679910,144.084350100,GDA94,9,.000,1,N,N,1,2004-10-21,NULL,232
232808,WEATHER STATION AT LAL LAL RESERVOIR,WS AT LAL LAL RES.,NULL,NULL,NULL,55,241869.000,5825799.900,MGA94,-37.678707940,144.072972200,GDA94,9,.000,1,N,N,1,2005-10-15,NULL,232
233200,BARWON RIVER @ POLLOCKSFORD,BARWON POLLOCKSFORD,24.074,AHD,2713.00000,55,253492.000,5774521.000,UTM,-38.143395970,144.187100410,WGS84,9,.000,1,Y,Y,1,1906-07-01,NULL,233
233201,BARWON RIVER @ WINCHELSEA,BARWON WINCHELSEA,.000,ARB,1052.00000,54,761829.600,5763126.300,UTM,-38.241768775,143.991733515,GDA94,9,.000,1,Y,Y,1,1922-02-16,NULL,233
233209,LEIGH RIVER @ INVERLEIGH,LEIGH @ INVERLEIGH,.000,ARB,881.00000,55,242392.000,5779017.000,UTM,-38.099828090,144.062212190,WGS84,9,64.000,9,n,N,1,1946-03-15,NULL,233
233211,BIRREGURRA CREEK @ RICKETTS MARSH,BIRREGURRA @ RICKETT,98.907,AHD,87.70000,54,748217.000,5757511.000,UTM,-38.296042490,143.838326000,WGS84,9,.000,1,Y,Y,1,1953-06-19,NULL,233
233213,LEIGH RIVER @ SHELFORD,LEIGH @ SHELFORD,.000,NULL,839.00000,54,761375.000,5788449.000,UTM,-38.013852780,143.977252800,WGS84,9,.000,1,Y,Y,1,1954-05-12,NULL,233
233214,BARWON RIVER EAST BRANCH @ FORREST,BARWON @ FORREST,.000,ARB,17.00000,54,737900.000,5731500.000,NULL,-38.532988080,143.729279600,NULL,1,.000,1,Y,Y,1,1955-05-27,NULL,233
233215,LEIGH RIVER @ MOUNT MERCER,LEIGH @ MERCER,.000,ARB,593.00000,54,756918.000,5811162.000,UTM,-37.810681860,143.918447700,WGS84,9,300.000,9,Y,Y,1,1956-10-11,NULL,233
233217,BARWON RIVER @ GEELONG,BARWON @ GEELONG,.000,ARB,3925.00000,55,267562.000,5772691.000,UTM,-38.163605590,144.346892190,WGS84,9,.000,1,Y,Y,1,1960-11-18,NULL,233
233218,BARWON RIVER @ INVERLEIGH,BARWON @ INVERLEIGH,.000,NULL,1269.00000,54,762042.000,5773384.000,UTM,-38.149252640,143.990359800,WGS84,9,.000,1,Y,Y,1,1961-03-15,NULL,233
233223,WARRAMBINE CREEK @ WARRAMBINE,WARRAMBINE @ WARRAMB,.000,ARB,57.00000,54,751925.000,5798213.000,UTM,-37.928637000,143.866311600,WGS84,9,186.000,9,Y,N,1,1970-06-02,NULL,233
233224,BARWON RIVER @ RICKETTS MARSH,BARWON @ RICKETTS,96.823,AHD,593.00000,54,747700.000,5754286.000,UTM,-38.325214670,143.833551100,WGS84,9,.000,1,Y,Y,1,1971-07-27,NULL,233
233228,BOUNDARY CREEK @ YEODENE,BOUNDARY @ YEODENE,.000,ARB,39.00000,54,736670.000,5743949.000,UTM,-38.421250090,143.710979900,WGS84,9,.000,1,Y,Y,1,1979-06-23,NULL,233
233229,BOUNDARY CREEK @ D/S OF MACDONALDS DAM,BOUNDARY @ MACDONALD,NULL,NULL,NULL,54,734164.000,5745422.900,MGA94,-38.408774940,143.681827530,GDA94,1,.000,1,N,N,1,1989-12-04,NULL,233
233231,BOUNDARY CREEK @ U/S OF MCDONALDS DAM,BOUNDARY @ MCDONALDS,.000,ARB,27.00000,54,733561.264,5745991.701,NULL,-38.403679000,143.674728000,WGS84,1,.000,1,N,N,1,1989-12-04,NULL,233
233240,MATTHEWS CREEK @ CHANNEL OFFTAKE,MATTHEWS CK @ O/TAKE,.000,ARB,18.60000,54,747509.000,5742439.000,UTM,-38.431905110,143.835531390,GDA94,9,.000,1,Y,N,1,2000-08-02,NULL,233
233244,WEST BARWON RIVER @ WEST BARWON RESERVOIR H.G.,WEST BARWON RES H.G.,.000,NULL,.00000,54,737093.000,5731708.000,UTM,-38.531331070,143.719960550,WGS84,9,.000,1,Y,N,1,2001-11-28,NULL,233
233245,WEST BARWON RIVER @ COMPENSATION WEIR SPILLWAY,WEST BARWON COMP WER,.000,GAU,51.00000,54,737400.000,5732167.000,UTM,-38.527117380,143.723322950,WGS84,9,.000,0,Y,N,1,2000-09-01,NULL,233
233246,CALLAHAN CREEK @ OFFTAKE,CALLAHAN CK O/TAKE,.000,GAU,34.20000,54,740743.000,5735175.000,UTM,-38.499142720,143.760596080,WGS84,9,.000,0,Y,N,1,2000-11-10,NULL,233
233247,BARWON RIVER @ KILDEAN LANE,BARWON R @ KILDEAN,.000,ARB,864.00000,54,756880.276,5756880.464,UTM,-38.299280000,143.937500000,WGS84,9,.000,1,Y,Y,1,1993-06-17,NULL,233
233250,AGROFORESTRY SITE @ RACECOURSE PADDOCK GERANGAMETE,AGROFORESTRY SITE,.000,ARB,1.00000,54,738357.000,5740918.000,UTM,-38.448086500,143.731312230,WGS84,9,.000,1,Y,N,1,1994-07-28,NULL,233
233254,East Barwon River @ U/S King Ck Junction,East Barwon R @ KCJ,NULL,NULL,NULL,54,739230.300,5736555.100,MGA94,-38.487260176,143.742812082,GDA94,GPS,143.000,GPS,Y,Y,1,2020-12-17,NULL,233
233255,West Barwon River @ Boundary Road Forrest,W/Barwon @ Boundry,NULL,NULL,NULL,54,734023.530,5736617.913,MGA94,-38.488077000,143.683156000,GDA94,GPS,146.000,9,N,N,1,2021-02-04,NULL,233
233257,DEWING CREEK @ BIBIRAGURRA-FORREST ROAD,DEWING CK,.000,NULL,.00000,54,741663.000,5739035.000,UTM,-38.464147620,143.769803210,WGS84,9,.000,1,Y,N,1,2000-08-02,NULL,233
233258,PENNYROYAL CREEK @ RAILWAY CULVERT,P'ROYAL C RAILWAY CV,.000,ARB,.00000,54,749577.000,5744978.000,UTM,-38.408476160,143.858294330,WGS84,9,149.000,9,Y,N,1,2000-08-07,NULL,233
233259,WURDIBOLUC RESERVOIR H.G.,WURDIBOLUC RES HG,.000,NULL,.00000,55,241998.000,5758756.000,UTM,-38.282077550,144.050372380,WGS84,9,.000,0,Y,N,1,2003-04-08,NULL,233
233267,WEST BARWON R U/S BARRAMUNGA,WEST BARWON BARRAMUA,.000,ARB,.00000,54,736231.000,5726314.000,ANG,-38.580100000,143.711900000,AGD66,1,.000,1,NULL,N,1,2006-12-11,NULL,233
233268,EAST BARWON RIVER @ FLUME,E. BARWON R @ FLUME,.000,ARB,.00000,54,738162.000,5734190.000,UTM,-38.508703170,143.731366300,WGS84,9,.000,1,N,N,1,2009-07-03,NULL,233
233269,BARWON RIVER U/S LOWER BARRAGE OF GEELONG WETLANDS,BARWON R U/S BARRAGE,.000,AHD,.00000,55,273342.000,5767266.000,UTM,-38.213920330,144.411074260,WGS84,NULL,.000,NULL,Y,N,1,2012-04-23,NULL,233
233271,CLARKES CREEK D/S DIVERSION WEIR,CLARKES CK DIV WEIR,NULL,NULL,NULL,54,759080.800,5843987.700,UTM,-37.514595150,143.931337500,GDA94,NULL,.000,NULL,N,N,1,2011-05-12,NULL,233
233272,FELLMONGERS CREEK @ GONG GONG RES. H.G.,FELLMONGERS C AT RES,NULL,NULL,NULL,54,759124.800,5840255.800,UTM,-37.548171120,143.933147500,GDA94,NULL,.000,NULL,y,N,1,2011-03-01,NULL,233
233273,BOUNDARY CREEK @ BARONGAROOK,BOUNDARY CK BARONGAR,NULL,NULL,NULL,54,729923.500,5744889.600,MGA94,-38.414676980,143.633484330,GDA94,NULL,215.000,NULL,N,N,1,2014-06-23,NULL,233
233274,Fellmongers Creek @ U/S Gong Gong Reservoir,Fellmongers Ck,NULL,NULL,NULL,54,759712.421,5841547.754,MGA94,-37.536376000,143.939334000,GDA94,NULL,.000,NULL,N,N,1,2017-06-23,NULL,233
233275,Boundary Creek @ U/S Big Swamp,Boundary Ck U/S,NULL,NULL,NULL,54,735028.200,5743835.300,NULL,-38.422707043,143.692230912,GDA94,NULL,.000,NULL,Y,N,1,2019-06-07,NULL,233
233276,Boundary Creek @ D/S Big Swamp,Boundary Ck D/S,.000,GAU,.00000,54,735922.100,5743913.400,MGA,-38.421768367,143.702433730,GDA94,9,.000,GPS,Y,N,1,2019-06-06,NULL,233
233277,GILES CREEK @ U/s GILES CK DIVERSION,Giles Div,NULL,NULL,NULL,54,760837.746,5840732.608,MGA94,-37.543526000,143.952360000,GDA94,NULL,.000,9,Y,N,1,2020-07-09,NULL,233
233278,GILES CREEK PDR @ GILES CK DIVERSION,Giles PDR,NULL,NULL,NULL,54,760837.746,5840732.608,MGA94,-37.543526000,143.952360000,GDA94,NULL,.000,9,Y,N,1,2020-03-04,NULL,233
233600,LAKE MURDEDUKE,LAKE MURDEDUKE,114.000,AHD,.00000,54,755573.000,5769909.000,UTM,-38.182386470,143.917874150,WGS84,9,.000,1,Y,N,1,1980-02-01,NULL,233
233603,REEDY LAKE AT CONNEWARRE,REEDY LK CONNEWERRE,NULL,NULL,NULL,55,274821.003,5767928.020,MGA94,-38.208463500,144.428147800,GDA94,NULL,.000,NULL,NULL,N,1,2016-04-15,NULL,233
233604,HOSPITAL SWAMP AT CONNEWARRE,HOSPITAL SWAMP CONNE,NULL,NULL,NULL,55,272454.002,5765454.020,MGA94,-38.230142400,144.400346000,GDA94,NULL,.000,NULL,NULL,N,1,2016-04-18,NULL,233
233605,GILES CREEK @ KIRKS RESERVOIR H.G,GILES CK @ KIRKS,NULL,NULL,NULL,54,759291.552,5839795.914,MGA94,-37.552394000,143.935211000,GDA94,NULL,.000,NULL,N,N,1,2018-02-15,NULL,233
233703,WURDIBOLUC INLET CHANNEL @ EAST BARWON OFFTAKE,WURDIBOLUC INLET CH,.000,GAU,.00000,54,738157.000,5734197.000,UTM,-38.508641500,143.731306580,WGS84,9,.000,0,Y,N,1,2000-07-25,NULL,233
233704,CALLAHAN CHANNEL @ OFFTAKE,CALLAHAN CH @ O/TAKE,.000,NULL,.00000,54,740792.000,5735154.000,UTM,-38.499318510,143.761164580,WGS84,9,.000,0,Y,N,1,2000-09-01,NULL,233
233706,PINCOTT CHANNEL D/S PINCOTT RESERVOIR,PINCOTT CH D/S RES.,NULL,NULL,NULL,54,760827.716,5840228.125,UTM,-37.547940000,143.952410000,WGS84,1,.000,1,N,N,1,1997-05-22,NULL,233
233707,PINCOTT-WHITE SWAN CHANNEL U/S LONG HILL AQUADUCT,PINCOTT-W. SWANN CH.,NULL,NULL,NULL,54,759505.117,5841775.973,ANG,-37.534380000,143.936910000,WGS84,1,.000,1,N,N,1,2005-10-06,NULL,233
233708,BEALE-PINCOTT CHANNEL @ KIERCES RD,BEALE-PINCOTT CH.,NULL,NULL,NULL,54,762249.822,5840165.529,UTM,-37.548100000,143.968510000,WGS84,1,.000,1,N,N,1,1997-05-22,NULL,233
233709,MATTHEWS CHANNEL @ SYPHON,MATTHEWS CH @ SYPHON,.000,NULL,.00000,54,747425.774,5742484.457,UTM,-38.431519000,143.834563000,WGS84,9,.000,0,Y,N,1,2000-07-06,NULL,233
233710,PENNYROYAL CHANNEL D/S OF OFFTAKE,PENNYROYAL C D/S O/T,.000,NULL,.00000,54,749562.000,5744926.000,UTM,-38.408948400,143.858141190,WGS84,9,152.000,9,Y,N,1,2000-07-06,NULL,233
233711,WURDIBOLUC CHANNEL @ 8.5 MILE,WURDIBOLUC CH 8.5M,.000,GAU,.00000,54,742541.000,5740586.000,UTM,-38.449947960,143.779319260,WGS84,9,150.000,9,Y,N,1,2000-07-06,NULL,233
233712,WURDIBOLUC INLET CHANNEL @ 12 MILE,WURDIBOLUC 12 MIL,.000,ARB,.00000,54,745360.000,5743212.000,UTM,-38.425540030,143.810669480,WGS84,9,.000,0,Y,N,1,2000-08-02,NULL,233
233715,WBIC @ Wurdibuloc Reservoir Inlet,Wurdibuloc Res Inlet,NULL,NULL,NULL,55,240682.598,5756506.598,MGA94,-38.301944000,144.034528000,GDA94,GPS,138.000,GPS,N,N,1,2021-03-30,NULL,233
233718,BALLARAT STH WASTE WATER TREATMENT PLANT O/FALL,BALLARAT S WWTP O/F,NULL,NULL,NULL,54,751125.099,5833395.964,AMG66,-37.612140000,143.845050000,WGS84,1,.000,1,N,N,1,2001-08-29,NULL,233
233723,WURDIBOLUC INLET CHANNEL @ DEWINGS SYPHON,WBIC AT DEWINGS SYPH,NULL,NULL,NULL,54,741690.544,5739097.562,UTM,-38.463577000,143.770097000,WGS84,NULL,.000,NULL,N,N,1,2014-07-16,NULL,233
233724,DEWING'S CHANNEL @ WBIC JUNCTION,DEWING'S CH AT WBIC,NULL,NULL,NULL,54,741412.800,5738793.300,MGA94,-38.466524410,143.767032400,GDA94,NULL,.000,NULL,y,N,1,2015-01-13,NULL,233
233801,RAINGAUGE (WEST BARWON R) @ WEST BARWON DAM,RG WEST BARWON R,.000,NULL,.00000,54,737045.000,5731690.000,UTM,-38.531505890,143.719416570,WGS84,9,.000,1,Y,N,1,1995-05-11,NULL,233
233802,RAINGAUGE MOUNT SABINE,R.G. MT SABINE,.000,NULL,.00000,54,737636.000,5721414.000,UTM,-38.623850170,143.729690740,WGS84,9,.000,1,Y,N,1,1996-12-20,NULL,233
233803,RAINGAUGE MOUNT COWLEY,R.G. MT COWLEY,.000,NULL,.00000,54,749264.000,5729503.000,UTM,-38.547852390,143.860216990,WGS84,9,.000,1,Y,N,1,1996-12-20,NULL,233
233813,RAINGAUGE @ BOONAH,R.G. BOONAH,.000,NULL,.00000,54,760023.000,5744518.000,UTM,-38.409638850,143.977951210,WGS84,9,.000,0,Y,N,1,2000-05-29,NULL,233
233814,RAINGAUGE @ BENWERIN,R.G. BENWERIN,.000,NULL,.00000,54,754145.000,5736497.000,UTM,-38.483522520,143.913617670,WGS84,9,.000,0,Y,N,1,1999-04-09,NULL,233
233815,RAINGAUGE @ BUNINYONG,R.G. BUNINYONG,.000,NULL,.00000,54,759582.000,5826394.000,UTM,-37.672820380,143.943234000,WGS84,9,.000,0,Y,N,1,2000-05-29,NULL,233
234200,WOADY YALOAK RIVER @ PITFIELD,WOADY YALOAK@PITFI'D,.000,ARB,324.00000,54,727619.600,5812255.000,UTM,-37.808599000,143.585580000,WGS84,9,.000,1,Y,N,1,1917-08-07,NULL,234
234201,WOADY YALOAK RIVER @ CRESSY (YARIMA),WOADY YALOAK@CRESSY,.000,NULL,1158.00000,54,732002.000,5789557.000,UTM,-38.011871530,143.642660200,WGS84,9,.000,1,Y,Y,1,1955-05-08,NULL,234
234203,PIRRON YALLOCK CREEK @ PIRRON YALLOCK (ABOVE H'WY BR.),PIRRON YAL'K @HWY BR,121.699,AHD,166.00000,54,711410.000,5752133.000,UTM,-38.353894840,143.419430150,WGS84,9,.000,1,Y,Y,1,1964-04-30,NULL,234
234205,NO. 1 WATERWAY @ LAKE TERANGPOM,NO 1 WATERWAY,.000,ARB,.00000,54,703252.000,5779116.000,UTM,-38.112799410,143.318408830,WGS84,9,.000,1,Y,N,1,1963-07-30,NULL,234
234209,DEAN CREEK @ LAKE COLAC,DEAN @ LAKE COLAC,.000,ARB,49.00000,54,723596.000,5753521.000,UTM,-38.338438690,143.558324820,WGS84,9,.000,1,Y,N,1,1975-11-12,NULL,234
234603,LAKE CORANGAMITE @ WOOL WOOL,L. CORANGAMITE WOOL,.000,AHD,.00000,54,711504.665,5766490.739,UTM,-38.224590000,143.416220000,WGS84,9,112.000,9,Y,N,1,2003-05-27,NULL,234
